Date,Ticker,InSP500,InNASDAQ100,Price,VolumeM,PriceChange1D,VolumeChange1D,PriceVsMA21_1D,VolumeVsMA21_1D,2WPriceChange,2WMaxPriceChange,2WMaxVolumeChange,2WMaxPriceChangeDay,2WMaxVolumeChangeDay,2WPriceChangeAtMaxVolume,2WVolumeChangeAtMaxPrice,1MPriceChange,1MMaxPriceChange,1MMaxVolumeChange,1MMaxPriceChangeDay,1MMaxVolumeChangeDay,1MPriceChangeAtMaxVolume,1MVolumeChangeAtMaxPrice,3MPriceChange,3MMaxPriceChange,3MMaxVolumeChange,3MMaxPriceChangeDay,3MMaxVolumeChangeDay,3MPriceChangeAtMaxVolume,3MVolumeChangeAtMaxPrice,6MPriceChange,6MMaxPriceChange,6MMaxVolumeChange,6MMaxPriceChangeDay,6MMaxVolumeChangeDay,6MPriceChangeAtMaxVolume,6MVolumeChangeAtMaxPrice,9MPriceChange,9MMaxPriceChange,9MMaxVolumeChange,9MMaxPriceChangeDay,9MMaxVolumeChangeDay,9MPriceChangeAtMaxVolume,9MVolumeChangeAtMaxPrice,1YPriceChange,1YMaxPriceChange,1YMaxVolumeChange,1YMaxPriceChangeDay,1YMaxVolumeChangeDay,1YPriceChangeAtMaxVolume,1YVolumeChangeAtMaxPrice,PE,MarketCap,EPS,Sector,Volatility30D,CompanyName,Spark6M,Spark1Y,SectorAvgPE,PE_vs_Sector
2026-05-21,IBM,True,False,252.97,25.32,12.43,419.51,1.116,3.25,10.1,12.43,419.51,0,0,12.43,419.51,10.28,12.43,419.51,0,0,12.43,419.51,14.1,12.43,419.51,0,0,12.43,419.51,-11.18,12.43,419.51,0,0,12.43,419.51,7.64,12.43,419.51,0,0,12.43,419.51,-0.55,12.43,419.51,0,0,12.43,419.51,22.386724,237.76,11.3,Technology,0.581,International Business Machines Corporation,,"[0.41264973110179554, 0.38732785609139353, 0.38996144014488754, 0.43655376624710546, 0.40626857992360943, 0.3905691537326754, 0.3943167208573675, 0.4433400598171502, 0.456507504565381, 0.45974896071307597, 0.4733215478531654, 0.4936807455761256, 0.5261935810291917, 0.5683296578337911, 0.6218097216104315, 0.6168465688037506, 0.5782562804599792, 0.6249497336537487, 0.6373068936182623, 0.6389274631856967, 0.6162388552159626, 0.6993967087411374, 0.746090478947733, 0.7184387181713179, 0.7272507237006556, 0.7046635598352992, 0.7561175946398203, 0.7198570335556491, 0.6838992197204803, 0.727655549079688, 0.7327204630035729, 0.711956122888754, 0.7091204431585699, 0.6816712535780841, 0.6427763159083535, 0.6448023448804727, 0.6337620561959126, 0.6258614625418437, 0.6266720643383871, 0.6658703832827725, 0.6541206198932206, 0.6262662879208761, 0.6267735084427648, 0.4090037665878943, 0.40100157032303446, 0.4363511950511762, 0.428248188707591, 0.4064714681323649, 0.334455347396128, 0.30305617800143386, 0.32260477392785075, 0.3093358850752422, 0.3256433418667903, 0.3041701610726319, 0.24084510547254487, 0.17996723038415774, 0.16436544414368734, 0.2184110588022336, 0.18822699957028913, 0.2148421284050942, 0.2120885549968909, 0.23074967351641565, 0.2437004399979521, 0.21157863986597966, 0.23900960120896012, 0.2118845572432438, 0.24451595549330127, 0.26705192178722953, 0.2761278404943625, 0.253285798316757, 0.23299301478088152, 0.25950622399206963, 0.2909136357202444, 0.30468007620354315, 0.38177173079334203, 0.4125674662734017, 0.3898276607322394, 0.391153408371326, 0.3547489234640689, 0.38330131767966263, 0.39635368677198995, 0.4122613903897245, 0.47262982586643965, 0.4869058644678234, 0.5375863879764643, 0.546457991917124, 0.4984289636866563, 0.6402731826328327, 0.6695391727201587, 0.6235494880005098, 0.6476151996871717, 0.6917690631304098, 0.694114958044145, 0.7109404137936719, 0.7216478390107425, 0.7670250549502108, 0.7220555175052105, 0.7095129050373814, 0.6033589411010775, 0.597240593555795, 0.5863293290914904, 0.6332370829557579, 0.5844941418407318, 0.6386412006036558, 0.6628089904203479, 0.6464932912953192, 0.7021705709702162, 0.6765755894100597, 0.9056065778893381, 0.9630176007106159, 0.9577152441799219, 0.9132548293337674, 0.9321196285941131, 0.9050968212648399, 0.8777680965583027, 0.8382029937740266, 0.8985707952250894, 0.9561856572936013, 0.8945938693206558, 0.9400170521199203, 0.9870804592818423, 1.0, 0.8962340936833134, 0.9047449370277797, 0.817384761478757, 0.7433546582577958, 0.7287942591513281, 0.7479681459171997, 0.8201532344897908, 0.8886463916886845, 0.8923380060495557, 0.8793157531757156, 0.9343773939421702, 0.9045395127164148, 0.8646532759392178, 0.8732661974137143, 0.9283275211673426, 0.9278152284402351, 0.9405293448470279, 0.953859100162263, 0.9763143866919284, 0.9565248610176144, 0.9411446667426441, 0.9351978231363252, 0.8790082507343205, 0.8804440018240918, 0.8510163351954139, 0.8564508860746252, 0.8750094509448805, 0.8851605186520044, 0.8931584352437107, 0.8985923520972697, 0.9052572297548873, 0.8674217489502517, 0.8075411962130282, 0.7592474622726998, 0.7948270798062355, 0.871728368193913, 0.8128733519493831, 0.874291733906408, 0.8896722451942044, 0.9712900504097945, 0.878803460448608, 0.9389915156272265, 0.8253826780704634, 0.9045395127164148, 0.7577093160400723, 0.8211787709824846, 0.7917511043538066, 0.7688856032270638, 0.8087715229914345, 0.783445368307879, 0.786521660773134, 0.9411446667426441, 0.9151007950206161, 0.997436634287505, 0.7880598070057615, 0.7341260978748569, 0.7427393363621796, 0.8354307166090786, 0.808874235147117, 0.7789697812278635, 0.5835576859521948, 0.4465111391174331, 0.4760037933754781, 0.4340338312917971, 0.45960757299259947, 0.4131005233406241, 0.4221751739964523, 0.07352700386581291, 0.1350896266587498, 0.21985394268059388, 0.26594855864570854, 0.24738714066001755, 0.23872492369105008, 0.29966873744728273, 0.3489599522451879, 0.4158846884865538, 0.43960247859648277, 0.3826801310467621, 0.3504036286556136, 0.3366887027565692, 0.3244174532679505, 0.3099806891636932, 0.34060729830098563, 0.4113472839054332, 0.36484055126628395, 0.35215670958439144, 0.2634737980181309, 0.33225464435678337, 0.25130557769802087, 0.2595552024737145, 0.26244239678815284, 0.20747966402346657, 0.21686356069123378, 0.26986715419012497, 0.2776011576040361, 0.3293672915359319, 0.31472431058824424, 0.29750338133805726, 0.2631643934997788, 0.21614156397960782, 0.14993866594345473, 0.22274145400785844, 0.24800579119030866, 0.29471905768571444, 0.3586532534313072, 0.3841238074571878, 0.3865987265911785, 0.40691322550564735, 0.36752152873729194, 0.15323861095758004, 0.16251931995042554, 0.12199335128999651, 0.17345008070354023, 0.11219702093536854, 0.15220736823401507, 0.16478802224098585, 0.1367393614061928, 0.1320990861629766, 0.098172690517972, 0.155610342416649, 0.15706463875675178, 0.09255601577012006, 0.04757649242109511, 0.0, 0.038746734173491296, 0.048407541544927137, 0.08424568303821288, 0.07988279401790457, 0.10761840468684443, 0.39816731715056825]",63.81,-64.9
2026-05-21,INTU,True,True,307.07,22.29,-20.02,218.76,0.79,6.053,-22.52,3.89,218.76,4,0,-20.02,43.15,-19.89,4.69,218.76,10,0,-20.02,-2.1,-14.33,6.28,218.76,60,0,-20.02,-19.41,-52.57,6.28,218.76,60,0,-20.02,-19.41,-55.69,6.28,218.76,60,0,-20.02,-19.41,-53.09,8.12,218.76,249,0,-20.02,131.52,19.991537,85.45,15.36,Technology,1.035,Intuit Inc.,,"[0.7023483414943799, 0.7145549468053027, 0.8229102444392015, 0.8867087317298356, 0.8916995848540613, 0.8972515960012496, 0.8897354084422586, 0.9128255194442488, 0.9121639696343211, 0.9164734165878065, 0.9161326518367195, 0.9260341926533192, 0.9116029349427921, 0.9070327653386379, 0.9123444035217044, 0.9152709351100295, 0.8907574560326522, 0.9190189773776851, 0.9126450855568655, 0.892461279788087, 0.9051086716427611, 0.9079349347755546, 0.9008796367839947, 0.8985344895737456, 0.928599733135444, 0.9360357552625831, 0.9582040871297113, 0.942129191403355, 0.9302835771986325, 0.9441936362706893, 0.9501464745771366, 0.9458773570024444, 0.9220455307586746, 0.8805995091655605, 0.8805995091655605, 0.8903339358896075, 0.8766859561139894, 0.8862594353171647, 0.895592294893351, 0.8900930695997513, 0.9122911243423814, 0.9184929688133037, 0.9369981104391055, 0.9474550127012877, 0.956968429496291, 0.9826186543973268, 0.997892512462333, 1.0, 0.9553226948460903, 0.9372992858000011, 0.9548007562190184, 0.9234906051663784, 0.9439626364955225, 0.9081163553144069, 0.8828073884901926, 0.7966841850746026, 0.8115162699443886, 0.8079638313304514, 0.8058162610768586, 0.818059495823566, 0.8190028579593113, 0.7865285815047496, 0.7827552562932022, 0.7799652526018924, 0.7095172277363021, 0.6980770039538824, 0.7032551975257741, 0.7105408786353328, 0.7206365431284474, 0.7182280035613184, 0.7081725451155634, 0.721599761625005, 0.7208169770158307, 0.7299090936335944, 0.7276210488771104, 0.7260354999665155, 0.6966720122621044, 0.70522221056055, 0.6761399185247883, 0.6867772546743538, 0.6867170689347482, 0.7095574337836617, 0.7342042341407801, 0.760215820142317, 0.788655925403229, 0.7828154420328078, 0.7740042744208263, 0.7697694429846799, 0.7809688004772433, 0.7738036141783297, 0.750160361696562, 0.7433162071193563, 0.7480529974903286, 0.744199383515496, 0.7244299713636744, 0.7001442854441898, 0.6997629446514425, 0.6762775564047062, 0.669983953347172, 0.6979130964786039, 0.7008888373089427, 0.6919010590840199, 0.6804398689578851, 0.7093943896284184, 0.7161906916093802, 0.7368409368601025, 0.7282550957773414, 0.7422296571891804, 0.7530273242024496, 0.753630538244276, 0.7446627397115994, 0.6986369286625088, 0.698918494325459, 0.7217804421752557, 0.7391532779090093, 0.7074439030057473, 0.6972093673183788, 0.6938112163278979, 0.684179771350922, 0.6930671577888795, 0.6951785919324223, 0.7051919943593136, 0.6867133689917396, 0.7114452680380546, 0.6784089702404951, 0.6859492074290415, 0.6877387465308409, 0.6612372880749727, 0.7129333851160913, 0.6929867456941605, 0.6826113655095999, 0.644528222116952, 0.6544811921413703, 0.6495348616646808, 0.6575979008003346, 0.6818272242546557, 0.7127925406188993, 0.7340057938640885, 0.6990391124675376, 0.6980538176443623, 0.7114855974168478, 0.73879130015134, 0.7285768674876512, 0.6957413532640219, 0.725399726426214, 0.7081678585210859, 0.7244547609818317, 0.7293206793638022, 0.737182811594092, 0.7350312947346235, 0.7364186500313941, 0.7398771100929142, 0.7350513977583032, 0.726465556675542, 0.7114653710617345, 0.6451917452298176, 0.6539987195730562, 0.6808620324551601, 0.6888044534487354, 0.6920216772260984, 0.6826545315113662, 0.6595691071038535, 0.5988136996063137, 0.5208952431436048, 0.49668170611278684, 0.47796751770700224, 0.4450517147200876, 0.4369334231021728, 0.48280223323626736, 0.5155971714182362, 0.5111655030140353, 0.4781892676246477, 0.4646924921866454, 0.39273680221078994, 0.3845581398561191, 0.36078779433200797, 0.2539621764692751, 0.27722895974992334, 0.2556140160254398, 0.27346192444149053, 0.2608314289932221, 0.2283788588709772, 0.18466557386794386, 0.18118053588247895, 0.18408135286689467, 0.14332931725074996, 0.1642794428823148, 0.14810353871182538, 0.14610920776450306, 0.10380603270774286, 0.10211392543850183, 0.14747904999769987, 0.17404951239067748, 0.20348040072356086, 0.2236851728360544, 0.25247153109684933, 0.26614954207655356, 0.319834296819048, 0.3488018906215448, 0.3336936050061709, 0.29396892023206533, 0.2667740307906791, 0.25605720753214667, 0.2657869476617162, 0.29066524111973596, 0.3047058465142775, 0.2795455557332899, 0.2965675135383998, 0.2972121669419219, 0.3001531899736971, 0.25065855902266254, 0.23939778247615726, 0.250859959253761, 0.21840738913151608, 0.243769141809319, 0.2505175295283202, 0.23740351319455175, 0.23057459004939793, 0.22026062891877923, 0.2059178615118732, 0.1641586397430858, 0.11036855995628148, 0.0886464412159838, 0.1260286920713798, 0.1206941142416603, 0.16700771919109872, 0.16173375876100254, 0.1741406543201213, 0.19753989556047538, 0.19758034827070214, 0.20531945739595792, 0.15403504068025672, 0.17959646694908743, 0.1674118762990654, 0.18854798573252643, 0.1778384390285775, 0.1645425088302223, 0.18584030577315674, 0.20190453333050493, 0.1843854265164802, 0.16464351727435558, 0.2014802115331417, 0.1803238757445673, 0.17422149807485798, 0.1630067858188091, 0.13061557308478924, 0.14391156494886123, 0.17363548876802135, 0.19416542420524915, 0.1871941149199832, 0.15530806773806327, 0.0]",63.81,-68.7
2026-05-21,AVB,True,False,184.11,2.37,-1.38,158.95,1.006,2.126,0.02,2.44,158.95,3,0,-1.38,-39.88,6.21,5.29,158.95,17,0,-1.38,28.51,5.56,5.29,158.95,17,0,-1.38,28.51,6.2,5.29,158.95,17,0,-1.38,28.51,-0.41,5.29,178.76,17,140,-4.25,28.51,-5.18,5.29,178.76,17,140,-4.25,28.51,22.814127,25.61,8.07,Real Estate,0.798,"AvalonBay Communities, Inc.",,"[0.8373415447108341, 0.7942107169824497, 0.7522270669931431, 0.8309178585821553, 0.8428475613925588, 0.9355332666995471, 0.9527398416210924, 0.9614575195063862, 0.8882727445990989, 0.9031849640424885, 0.8655597892742882, 0.8696894836463521, 0.9561806473952446, 0.9802695613081754, 0.9474626057884101, 1.0, 0.939203580765823, 0.9630637138297113, 0.9419573165497666, 0.9470039529257033, 0.9582454945812765, 0.9733872223167899, 0.9380567667482858, 0.8254114781788899, 0.892172930679039, 0.8979084556528875, 0.9180404429255433, 0.9129494325216524, 0.8833297688622354, 0.8965204942539271, 0.8939744434696707, 0.871065805956013, 0.8516285268259185, 0.8995281076732151, 0.88009046482158, 0.8821727706415612, 0.8250172040288708, 0.88009046482158, 0.8863384734461452, 0.897908819374428, 0.8553308483877679, 0.9414117342388545, 0.9154951195843681, 0.8738424561970148, 0.8775451414804049, 0.8085875383180643, 0.9092467472382624, 0.75166293488366, 0.5195674914416322, 0.476989520454972, 0.43718892715239493, 0.520261835862653, 0.5246581381239825, 0.5649224763908348, 0.531137837369915, 0.4917998978669914, 0.5346088320319377, 0.6301773942697854, 0.5899137834460143, 0.6190700658626965, 0.5651538032906616, 0.6392020531353524, 0.6199953734620035, 0.6155987074791333, 0.6894159941455381, 0.6581766784657934, 0.6521603604625956, 0.7009856126307397, 0.7123249953807365, 0.7410186239977653, 0.582971794121969, 0.6304090848911527, 0.6685896624518615, 0.730836966911524, 0.7090853276185405, 0.7269029547283072, 0.6667386835317071, 0.7636955708900557, 0.7248202851867855, 0.671366676414404, 0.6584080053656202, 0.664424323368818, 0.6896476847669054, 0.6741440540984871, 0.6753006885976207, 0.7074653118766722, 0.6697470243940763, 0.6419790670978949, 0.7181099864841075, 0.6880276690250371, 0.7197852879001483, 0.6777528992244002, 0.648097227132463, 0.6618742716476149, 0.5892521739636483, 0.587851118589226, 0.562164375948404, 0.5488543498913927, 0.5180307679325631, 0.5215334063686187, 0.5388134530413667, 0.5056544150702929, 0.5163962033290705, 0.5761752934141668, 0.5768758211013779, 0.5785103857048706, 0.6298831435434334, 0.6233445214079224, 0.6324517450632076, 0.6076994030602075, 0.5084565258191373, 0.3256162534062522, 0.28872143149159296, 0.2702742023950336, 0.30413304061023744, 0.3202455411376337, 0.3594758190645373, 0.30109778435386325, 0.35106948681800393, 0.3363580416650299, 0.38516219798381873, 0.3667149688872594, 0.3417287539336485, 0.3585417821482558, 0.3541051067959188, 0.35177001450521506, 0.3414952447045781, 0.3431298093080707, 0.4281282598543077, 0.42182387439094826, 0.45054550956660394, 0.4559165855567631, 0.4575507864387151, 0.40407644553851885, 0.43840302965494465, 0.4477437625393001, 0.3987060969914409, 0.36601407747850767, 0.35644019908662244, 0.30436691356084844, 0.3267841632731447, 0.32047941408824465, 0.3398606801010855, 0.36064336520988916, 0.3407950807389076, 0.44167215886192984, 0.4409712674531781, 0.3919339656268595, 0.47109504916787787, 0.45054550956660394, 0.4839380567667483, 0.48720718597373347, 0.5033193227795891, 0.5290057016988706, 0.48327171890435433, 0.4637049549058034, 0.4589900325749012, 0.5405571341070418, 0.44060245381100155, 0.5485724656974215, 0.4375373723882975, 0.41443487129349565, 0.4243360990719281, 0.4561613701535923, 0.47124890337955505, 0.5094389377003197, 0.41137015359233214, 0.42787219988971964, 0.35243453375990597, 0.42339333283867203, 0.39981908490570156, 0.3587996607205469, 0.28666276757175135, 0.32980341578173217, 0.3974614418794801, 0.34206228658638604, 0.3177802365353923, 0.4007618511389576, 0.20957489681219893, 0.3069366062452443, 0.29821419997992255, 0.39180338959378125, 0.44838173012152666, 0.34064740979342073, 0.36257181681819306, 0.3969896950413115, 0.40665523126142994, 0.39510416257479936, 0.39109631491883917, 0.36657930075261264, 0.39533985413311334, 0.4116062088721868, 0.4446099377454211, 0.38708883098441965, 0.42905065768128975, 0.38921078245232704, 0.4075983612162266, 0.4356514762002447, 0.4026477473270104, 0.37483032390130633, 0.3215523926330384, 0.25955241882098934, 0.24116411261400852, 0.1921300842815554, 0.19637325977428896, 0.23008442704400595, 0.12494344130043544, 0.10443391106862844, 0.01320127331636936, 0.057992489877629526, 0.06482899995489853, 0.06695058770126532, 0.06129289913710702, 0.0, 0.01768050408895756, 0.10277825061578057, 0.1397250847107468, 0.16642260951291865, 0.17714912146699083, 0.20718342768270095, 0.22553790778640526, 0.22577614539550353, 0.25604905294185254, 0.25056667816026734, 0.285130044999629, 0.2920425728788851, 0.25247367019767536, 0.354018541069254, 0.41289560173364237, 0.3123040450199974, 0.29251941181862223, 0.3411467994686756, 0.31802502113222153, 0.3633148999256553, 0.5830907310657477, 0.6038286784250566, 0.571172303623103, 0.5818988155771752, 0.5578237230827874, 0.6248052271150044, 0.6531711426239454, 0.6376769687155829, 0.5969161505458005, 0.6729557758253205, 0.6669965621039982, 0.6536479815636825, 0.5840440452236815, 0.5196846097777079, 0.6248052271150044, 0.6214680819799255, 0.6591303563452677, 0.597631227094636]",57.92,-60.6
2026-05-21,CMI,True,False,638.78,1.6,-4.64,133.16,0.946,1.738,-6.0,3.4,133.16,8,0,-4.64,-8.3,-2.76,6.06,133.16,11,0,-4.64,-10.84,8.75,7.16,133.16,31,0,-4.64,56.45,36.01,7.16,225.53,31,106,-3.32,56.45,64.12,7.16,225.53,31,106,-3.32,56.45,101.31,7.16,225.53,31,106,-3.32,56.45,33.21789,88.14,19.23,Industrials,1.268,Cummins Inc.,,"[0.017312077137447663, 0.013879925950286252, 0.007219463903694799, 0.029169753761935986, 0.021342600742615934, 0.02576652941818651, 0.01755055454261514, 0.007243807532955751, 0.02481863057017363, 0.02083198560540164, 0.021536974103412487, 0.029923354383810524, 0.027759851900572504, 0.030944208984948048, 0.022655203221593822, 0.02547485667500436, 0.012810384090626823, 0.01956807038494566, 0.0013126024789778862, 0.001774455223012063, 0.0, 0.005056036555114991, 0.023311504461082763, 0.010914285855968212, 0.024162254196026474, 0.027857151282958098, 0.03218400598011772, 0.037337341917618304, 0.04662308405682374, 0.0427093948451764, 0.033034755715061426, 0.04008418988722062, 0.04944273751023428, 0.06264216886108706, 0.059700872396029975, 0.06310402160512124, 0.06728503993068978, 0.07610892932586104, 0.08242910650540665, 0.08784969642217022, 0.07379959047103195, 0.10450081397131974, 0.11599859558296868, 0.12399592860314076, 0.1343269441074029, 0.13719535995399354, 0.126596940201152, 0.12455508072956054, 0.1297083415324029, 0.10107332113296753, 0.1150506216002976, 0.14334528199802893, 0.1638856699949066, 0.17100798478553225, 0.17689065285030464, 0.18000205418155554, 0.20613328723070706, 0.2249478321284364, 0.22008616893411795, 0.20700838059491172, 0.2131583777736053, 0.2137903353838333, 0.19954585607189845, 0.19431963951593145, 0.21899596504345, 0.20384806660116428, 0.20961405054173216, 0.21679707413619373, 0.21806760120657245, 0.2095651378792356, 0.20172250712032372, 0.19414848276452265, 0.2156487911547273, 0.2130101370929514, 0.20702423400779463, 0.2006229865320374, 0.2262523200643273, 0.24032526695156226, 0.23846838900849074, 0.2480702226547975, 0.25109980234325463, 0.2421576509960564, 0.27785307522775005, 0.271134158417069, 0.27409048181376866, 0.2724046103527895, 0.2573056245730003, 0.24767937216277444, 0.2574521371565153, 0.2608482237077346, 0.2680312473021962, 0.27360180599675255, 0.2930008985353776, 0.2935139931163129, 0.3083687161222522, 0.29686124213969384, 0.3021874629257421, 0.2785860138186161, 0.24533381840268675, 0.2353655530282761, 0.25405605060529607, 0.27052338878045706, 0.2687642610277204, 0.24227974481565223, 0.24760604073635872, 0.257281130674423, 0.23287341155001523, 0.2567191234309911, 0.2657835940017598, 0.26483066113164666, 0.24831448542864737, 0.31418361272531664, 0.3064386570220814, 0.3054368114894717, 0.3055101429158874, 0.2835945652697406, 0.30910165471311823, 0.3668103316466354, 0.39256183413317935, 0.4194372008372706, 0.3990852505631906, 0.40758763875586923, 0.3782691183706719, 0.3663461497281966, 0.3501477184947793, 0.3719901149838269, 0.392366484021826, 0.3726497221482772, 0.3955188337418029, 0.4276875873863034, 0.45055669897982914, 0.4558813419380549, 0.45801614298185567, 0.45352572013376674, 0.4666533978860263, 0.4821366223079158, 0.48932610748298366, 0.4891052867224962, 0.48186673861561535, 0.46336535497331705, 0.5231636018863909, 0.5204153263582825, 0.4876330230948161, 0.5053001866269775, 0.49862597493793315, 0.4566911432842727, 0.46446953391041257, 0.47946205387951424, 0.5102813139278544, 0.5049076831724738, 0.50615897577035, 0.5098886602040342, 0.49889585863023356, 0.49636840386261266, 0.48861458226970833, 0.5170291575819473, 0.5407571334535037, 0.5777107626716291, 0.5587431684751203, 0.5721405796503639, 0.5907893023574176, 0.6155476749317045, 0.6284546070581347, 0.6229090682047633, 0.6466123999084259, 0.6566727803738055, 0.6244303947642563, 0.6642794131712709, 0.66680694307355, 0.6391038929745864, 0.634638039159733, 0.6500230625833384, 0.6540227809786394, 0.6689416689826925, 0.6563784027829276, 0.6963991790186166, 0.7149496255927279, 0.7221637549356896, 0.5627182427025276, 0.6537037592198678, 0.7117352146450673, 0.6790756814131206, 0.7056499084070949, 0.6808423977663368, 0.71082743770454, 0.6976996096829641, 0.6911726619240167, 0.700766906969844, 0.6967539648746975, 0.68217874279731, 0.7144803345175307, 0.6995359007296853, 0.6840252521575481, 0.6735863432840923, 0.6649692996029809, 0.6150397646421858, 0.6494340068629499, 0.605142426385128, 0.5636820700980816, 0.5906657809793157, 0.6116421753978023, 0.6053147852910683, 0.5625003521937104, 0.555015888350499, 0.5779618626993764, 0.5736286966909269, 0.5736778347573981, 0.5661687267462929, 0.5496732130743021, 0.5858894707567269, 0.601892551878791, 0.5984703184665137, 0.5409577429909319, 0.5243145145808947, 0.4959029446549843, 0.5607031311692598, 0.5904196398390105, 0.5894101305712631, 0.5950973733900239, 0.6068905093431074, 0.7050509349118224, 0.7403561097287586, 0.7530355341101205, 0.758304276882636, 0.7516075247961277, 0.7168932089313771, 0.7351859436278184, 0.7802160977958722, 0.8034328574529486, 0.8092924591776497, 0.8098586739619414, 0.853460969085319, 0.8628658747924499, 0.8629398072961313, 0.8178110764565023, 0.8091940327753909, 0.8881261468835985, 0.8547166194933715, 0.8529685365353922, 0.897654123160882, 0.9983012053778082, 0.9173502230034223, 0.9091516793685563, 0.9660487517240587, 0.9707266355443885, 0.9830613421138701, 1.0, 0.9509567534674832, 0.9050155164339408, 0.8596899327897942, 0.8853194165914006, 0.8087755327291455]",34.12,-2.6
