Date,Ticker,InSP500,InNASDAQ100,Price,VolumeM,PriceChange1D,VolumeChange1D,PriceVsMA21_1D,VolumeVsMA21_1D,2WPriceChange,2WMaxPriceChange,2WMaxVolumeChange,2WMaxPriceChangeDay,2WMaxVolumeChangeDay,2WPriceChangeAtMaxVolume,2WVolumeChangeAtMaxPrice,1MPriceChange,1MMaxPriceChange,1MMaxVolumeChange,1MMaxPriceChangeDay,1MMaxVolumeChangeDay,1MPriceChangeAtMaxVolume,1MVolumeChangeAtMaxPrice,3MPriceChange,3MMaxPriceChange,3MMaxVolumeChange,3MMaxPriceChangeDay,3MMaxVolumeChangeDay,3MPriceChangeAtMaxVolume,3MVolumeChangeAtMaxPrice,6MPriceChange,6MMaxPriceChange,6MMaxVolumeChange,6MMaxPriceChangeDay,6MMaxVolumeChangeDay,6MPriceChangeAtMaxVolume,6MVolumeChangeAtMaxPrice,9MPriceChange,9MMaxPriceChange,9MMaxVolumeChange,9MMaxPriceChangeDay,9MMaxVolumeChangeDay,9MPriceChangeAtMaxVolume,9MVolumeChangeAtMaxPrice,1YPriceChange,1YMaxPriceChange,1YMaxVolumeChange,1YMaxPriceChangeDay,1YMaxVolumeChangeDay,1YPriceChangeAtMaxVolume,1YVolumeChangeAtMaxPrice,PE,MarketCap,EPS,Sector,Beta,Volatility30D,CompanyName,Spark6M,Spark1Y,BreakoutScore,VolPressureScore,TrendScore,SectorAvgPE,PE_vs_Sector,RSScore,MomentumScore
2026-06-02,MRVL,False,True,290.79,101.99,32.52,209.73,1.545,3.164,64.97,32.52,209.73,0,0,32.52,209.73,77.68,32.52,209.73,0,0,32.52,209.73,272.56,32.52,209.73,0,0,32.52,209.73,219.59,32.52,209.73,0,0,32.52,209.73,350.99,32.52,209.73,0,0,32.52,209.73,374.34,32.52,224.4,0,190,3.26,209.73,99.58562,254.38,2.92,Technology,2.37,1.0976,"Marvell Technology, Inc.",,"[0.0, 0.00386776157774379, 0.020990317048467617, 0.01603608877975462, 0.029899244177570814, 0.033332419078926916, 0.03202865904976387, 0.029421172237052536, 0.03550531921525056, 0.024858111871826186, 0.03889504209809085, 0.03702637258260746, 0.058581665608624975, 0.052323644065134144, 0.040459580729578344, 0.05971155107249522, 0.06284056184424064, 0.08039763750012259, 0.06818592477082551, 0.06922890619766413, 0.06418774064630473, 0.055539592119525964, 0.05958122826256256, 0.04380585159390282, 0.04554416505383878, 0.04689141034713242, 0.05167176405055262, 0.04910566802824082, 0.04823576327194032, 0.047800877385019626, 0.04101581311044143, 0.0460611011180334, 0.057543471550314494, 0.050627918237729753, 0.04597413058977222, 0.05154130825816084, 0.05489030526289718, 0.05562972098119113, 0.06302367869044194, 0.06489391074981993, 0.08838054127517878, 0.08242192973838527, 0.056673566794013995, 0.06572029699637506, 0.06615521612891054, 0.06045751617690058, 0.0627627338600436, 0.06924323505763377, 0.06898232347285022, 0.07128747466476369, 0.07785507937307415, 0.07663722601249935, 0.06424149880540195, 0.0666336205255766, 0.04632204594843173, 0.0426251003394211, 0.04258161507529051, 0.05036697340733142, 0.050149513841063684, 0.05584721379307364, 0.05815236498498711, 0.06876486390658249, 0.006307790228814606, 0.013832203730457189, 0.0038721499988945834, 0.011657508330935493, 0.008308494703391768, 0.019921337550872026, 0.023574797895752057, 0.024705647482450886, 0.02248743357318382, 0.025792978559404343, 0.026140927163678634, 0.032360550022100025, 0.04158128777221302, 0.05571672475506709, 0.05584721379307364, 0.061370906197331675, 0.05741298251230794, 0.0812040431321957, 0.09738375296779447, 0.09460013088798538, 0.09120761537350368, 0.09851456930887853, 0.09773170157206876, 0.10777875907750734, 0.10786576285138329, 0.11960907811406271, 0.11112782257347323, 0.1351798612693741, 0.12726398065371186, 0.10545917928877989, 0.12191070527080963, 0.10811404110255092, 0.11973458030985246, 0.11686209270173979, 0.11564344144641031, 0.10646017150415296, 0.09958361529770368, 0.08561291033607826, 0.0930987589245775, 0.09901780817978431, 0.11895118064320623, 0.11786308491711286, 0.1252184112219908, 0.1183418550155415, 0.14084301902762894, 0.12617591817323326, 0.1140766088675031, 0.13718713175287006, 0.13905859389999486, 0.12856966892853205, 0.13862340880254115, 0.12164956096672264, 0.12164956096672264, 0.11377197929928551, 0.10911506656353877, 0.09605825030656613, 0.07529802615798216, 0.08678797659043282, 0.06659352631415344, 0.06994475077507994, 0.09753804586598261, 0.09597124653269017, 0.11464244923103724, 0.12195425702616979, 0.12935306859517828, 0.13714361324312468, 0.1689586027267056, 0.1602105843731315, 0.16334421628533116, 0.13327010017402416, 0.11977809881959782, 0.13531563636013047, 0.12208481255540589, 0.10032349645460453, 0.09958361529770368, 0.09875669712131209, 0.08844181294321599, 0.10049760373920079, 0.09884373414080283, 0.10193384754325711, 0.11446834194644098, 0.10928914060252025, 0.10863629646511014, 0.10611202342619, 0.11046430659371914, 0.10271724720990334, 0.12191070527080963, 0.1255666257911833, 0.11686209270173979, 0.10123745165048685, 0.09605825030656613, 0.09531790371105837, 0.09388059604732912, 0.09457749062432107, 0.08656353544506154, 0.08294857352209528, 0.08329702081059126, 0.08042247197436231, 0.09239980311946928, 0.09479521615550703, 0.08229529719169305, 0.089002566727689, 0.0940548363143845, 0.09706004041669389, 0.08712974151035825, 0.07658971802898054, 0.07545733914400188, 0.06186849331372507, 0.05398525989177555, 0.056075810640292253, 0.08251302272287901, 0.09152870152103675, 0.09004787534756212, 0.08712974151035825, 0.07358451392667115, 0.07523954712158636, 0.07698171707283666, 0.07733009787010306, 0.07959492213128992, 0.07902874931160798, 0.07166813695398026, 0.07428134201243353, 0.08530046804838766, 0.0782011994685356, 0.08865415268480781, 0.08503915751622677, 0.07044862131266653, 0.07297472286039951, 0.062478251134381935, 0.12297459818934409, 0.13638920375256552, 0.1392202340790491, 0.12676380037936572, 0.11469936572353845, 0.11552688232099605, 0.13172893320972615, 0.12828817830820047, 0.1144816069467377, 0.12280039116790349, 0.11574467434341157, 0.125544284738052, 0.13512613635589166, 0.1616504519491987, 0.15829680055839335, 0.14610171063648564, 0.11530912354419531, 0.16426369025326676, 0.19762596389426498, 0.19936813384551527, 0.20982108706178748, 0.209254847750876, 0.2313366848237592, 0.255204210357638, 0.2927665022504788, 0.3050112611208659, 0.3160359059288733, 0.3193912528460324, 0.314031394831404, 0.34157126421935724, 0.37708542676813894, 0.3922061972818053, 0.41839523085006874, 0.4543015586707805, 0.4488545971454318, 0.4222734647964679, 0.4005727222057934, 0.41512705393485955, 0.45251493933257103, 0.4516434387867611, 0.4460222037487423, 0.4682022151220671, 0.48301792387452375, 0.4301170361999863, 0.47421568192324554, 0.477309518834555, 0.44968254593588153, 0.5082918386503876, 0.5284674054174726, 0.5036728259154887, 0.4689865456659271, 0.5009711542761092, 0.5468563528463483, 0.5638072944535842, 0.5883839821963084, 0.6403697510784462, 0.5987113999711761, 0.6254233205686796, 0.6261640993571794, 0.6890437912900146, 1.0]",100,100,100,40.77,144.3,98,99
2026-06-02,ARE,True,False,52.74,4.24,8.45,195.58,1.119,2.071,15.05,8.45,195.58,0,0,8.45,195.58,28.2,8.45,195.58,0,0,8.45,195.58,-0.01,8.45,229.64,0,50,-4.3,195.58,2.38,8.45,611.0,0,65,-1.96,195.58,-31.74,8.45,774.14,0,148,-19.17,195.58,-19.2,8.45,774.14,0,148,-19.17,195.58,,9.19,-6.27,Real Estate,1.012,0.5684,"Alexandria Real Estate Equities, Inc.",,"[0.576763889453124, 0.5919944296946767, 0.5978692006705679, 0.5756763098196457, 0.5969989953518539, 0.6235434438410891, 0.6579208022882364, 0.6548747296429087, 0.6520462083272595, 0.6313761767840869, 0.6429078133763622, 0.6120118072488139, 0.6046139999502588, 0.6152756082387344, 0.6489999586670175, 0.7023067610049951, 0.6655359839015557, 0.6770674434789166, 0.6587911846218647, 0.6716417593406123, 0.7128526015395165, 0.7522911704164178, 0.7666927498142893, 0.7250388392848846, 0.7689084454966211, 0.7700163818452442, 0.8192036930975601, 0.8249642894537258, 0.8041372456815663, 0.7755555325436166, 0.7939452579607369, 0.8103410873831469, 0.7943883262912375, 0.7966040219735694, 0.8502229016054633, 0.9000745498311588, 0.8803554424076223, 0.8834572747509555, 0.8154369927361045, 0.8234134617895164, 0.7912864939479043, 0.755836248105166, 0.7465305740602521, 0.771124141178953, 0.7937238123029436, 0.6986724677994383, 0.7144036062186402, 0.70664893685285, 0.6545812389149942, 0.6951275671256044, 0.7237094572784682, 0.7132958468849314, 0.7483030243971691, 0.7731182141885774, 0.7966040219735694, 0.7786573648869499, 0.777549605553241, 0.855540252616214, 0.8442403285467616, 0.8533247339487965, 0.8730440183872472, 0.875480982712458, 0.8889966024642423, 0.8550971842857134, 0.8694989406984991, 0.8989669675123643, 0.9390698733626452, 0.9581244667978879, 0.9173568699443987, 0.923560534631065, 0.9399561870385609, 0.9439443330578097, 0.9583460894705953, 0.9623342354898441, 0.948818792752974, 1.0, 0.9720831548801728, 0.9654360678331773, 0.9893652979784985, 0.9654360678331773, 0.9271056123198133, 0.9202369026001102, 0.9328662086759789, 0.9382681728157665, 0.9409690663782032, 0.946371207532905, 0.9486221291831832, 0.8628651297700762, 0.8200990345341052, 0.7555000967829044, 0.7377185946113297, 0.7262390004038596, 0.7251137165936348, 0.7521238913224014, 0.7777834422550355, 0.7557252597538979, 0.750323118599196, 0.7894878454036706, 0.7908382921848889, 0.8128962976711122, 0.7935393627622398, 0.8047934399688879, 0.8151473963363046, 0.47909706108333305, 0.3850120409970082, 0.3312170315253827, 0.37285757742875747, 0.31591125994525104, 0.2776470965172935, 0.2884511133043259, 0.2591901054327382, 0.31411075274441713, 0.2837242840476903, 0.2970042084410801, 0.27292026726065793, 0.23825738375673974, 0.23938284458187883, 0.2067457197572453, 0.2058453333956426, 0.1768094884950484, 0.16217902881298313, 0.20787109207492724, 0.2152988148939995, 0.2474858792990174, 0.2681936150189366, 0.27044435965430047, 0.25761458418798344, 0.274045728085797, 0.1522753098800963, 0.11108500141125141, 0.08610076237668367, 0.07462143369158497, 0.081824170554578, 0.1083840193413576, 0.08812652105596831, 0.1122104622363905, 0.12954190398834958, 0.11963818505546275, 0.1329181979563097, 0.16420478749226777, 0.14147129309306392, 0.15677706467319552, 0.14439743813395126, 0.1599281956701621, 0.1563268272386656, 0.16915660270498262, 0.17590919064090285, 0.18024888827995758, 0.18093420152068201, 0.1939534714527605, 0.25882138336624483, 0.2542531594728248, 0.27914968761735537, 0.2951382942294111, 0.30404612725442876, 0.31044158760074253, 0.344702824264107, 0.37028448863444763, 0.38467420803306074, 0.37622316199440226, 0.39746512872568823, 0.3892424319264807, 0.42578769202909805, 0.3680004651951948, 0.3903844436461072, 0.3097563628674752, 0.2969654421748477, 0.31044158760074253, 0.2992496426290149, 0.29171208205561755, 0.325744969479531, 0.3218619703193783, 0.33922102639796864, 0.34607327373064156, 0.3611482178625219, 0.29034163258908297, 0.21359655097060376, 0.2613338445524058, 0.30518813897405517, 0.2994779918684659, 0.28211902429733265, 0.28782917140292197, 0.290113283349632, 0.28942805861636467, 0.29719396842921303, 0.32140518333301915, 0.29673709293539674, 0.26453153047183414, 0.2551668219530002, 0.2862303726969364, 0.24534523794035004, 0.22113393452908678, 0.23141239403555328, 0.22844305735557596, 0.20834310234391643, 0.2101704273042673, 0.16814328082805452, 0.16585925738880167, 0.19075569702587505, 0.16585925738880167, 0.19349659595894422, 0.1448456398969667, 0.16220469597555706, 0.1446172906575157, 0.14233309020334853, 0.15900692154867163, 0.1140105268999387, 0.11972076251298515, 0.1394421711304075, 0.06682091746299039, 0.06542878366945368, 0.06125247079630071, 0.08631034803521853, 0.10278353297517906, 0.0830621243577567, 0.05104375516606964, 0.07749367769106702, 0.11554444963983218, 0.16705224940374738, 0.17494083055220777, 0.19071799284912852, 0.19883855204278308, 0.17169260687474594, 0.14477863975190297, 0.1385141704421735, 0.16217991388755465, 0.11948878446779095, 0.0, 0.014849073101229607, 0.0023201344817706943, 0.02273765424968998, 0.016937229537806093, 0.07865374493195237, 0.1257532537775204, 0.11995282906563651, 0.13572990285510012, 0.129697500098022, 0.1412983495217898, 0.15916366825528702, 0.1336417464185236, 0.10579977860744669, 0.14547466239494275, 0.1259852318227146, 0.17238862951778572, 0.17262060756297992, 0.18468550158459326, 0.1870057245738211, 0.2208801836494333, 0.22389642928170092, 0.2150797589375494, 0.19071799284912852, 0.28607698927369274]",76,100,50,33.63,,25,60
2026-06-02,ULTA,True,False,494.87,1.81,-1.18,93.13,0.975,2.341,2.76,2.52,93.13,3,0,-1.18,7.41,-4.47,2.81,93.13,19,0,-1.18,-25.61,-25.17,3.41,168.9,30,25,-3.38,-28.36,-9.64,12.65,221.89,121,122,-1.94,64.62,-7.07,12.65,221.89,121,122,-1.94,64.62,4.03,12.65,221.89,121,122,-1.94,64.62,19.300703,21.64,25.64,Consumer Cyclical,0.641,0.2747,"Ulta Beauty, Inc.",,"[0.0748848949290254, 0.06459869416281863, 0.03470087338778088, 0.040304210839389114, 0.03470087338778088, 0.04542727967280174, 0.02097254395184611, 0.0, 0.02185307713306995, 0.008805331812238422, 0.05991595299181577, 0.05915548696514083, 0.06599955906161961, 0.06756055421435102, 0.05839502093846589, 0.030098014128349712, 0.008485071304377565, 0.002761666698220429, 0.005203072888580002, 0.043426079001256244, 0.06591955500645223, 0.07152289245806047, 0.08333002527761713, 0.07612562957389596, 0.10502297215675664, 0.07444468941021133, 0.07672608749023614, 0.07952769514424242, 0.09085455934560348, 0.06728035680587169, 0.11250744312536147, 0.13247950888503052, 0.14540718705131314, 0.1618571200860868, 0.18318986550157962, 0.20464280021521702, 0.22645581424890543, 0.23205927384410935, 0.24934967696072532, 0.2267760747567663, 0.24198515100307375, 0.23229940815320715, 0.20316193126124865, 0.2322192819544441, 0.2129278003098783, 0.23702221242359156, 0.1969181949375144, 0.16505899230312132, 0.16702025201888096, 0.23634187259567965, 0.30314196078335576, 0.2770061627551198, 0.2562737531123715, 0.23974381602243044, 0.23846301827817837, 0.23902341309513703, 0.2529917546965739, 0.2902941645286448, 0.2697618260956128, 0.2765258941369242, 0.3075445045458793, 0.2948168975893129, 0.14312591111488399, 0.3023814947566808, 0.2965779639517606, 0.2902941645286448, 0.23169895023686696, 0.2515108857426056, 0.22765648579439446, 0.23414035642722655, 0.2598359489366484, 0.23073841300047576, 0.27660602033568726, 0.2731239507101734, 0.28749243473104286, 0.31154690588897027, 0.2581547644857724, 0.24490682581162893, 0.27068230023262246, 0.31474877810600477, 0.3302380517607915, 0.3803481947481918, 0.3871923889882663, 0.35933558769696416, 0.3965178082308905, 0.4036421998794443, 0.3981589295823849, 0.4400238912873141, 0.399439727326637, 0.4356213475247906, 0.4169702647523508, 0.3694617803528362, 0.3440463852518937, 0.3363618430735726, 0.32627571351708207, 0.32147278304793464, 0.30634383300039025, 0.2671601675077271, 0.27596549931996556, 0.24958981126982313, 0.27020203161442685, 0.24290562514008343, 0.26355815287126005, 0.24742835820075154, 0.19651793037448614, 0.21088653653895129, 0.2517910831510849, 0.24198515100307375, 0.23890322379699247, 0.25955575152816907, 0.21164700256562624, 0.24342595685766058, 0.2385030813775599, 0.2635982159706416, 0.3139084301677581, 0.3077846388549771, 0.2896538878001145, 0.21052633507530458, 0.20172100326306616, 0.1618571200860868, 0.15797478589754474, 0.23458080623323196, 0.2306184679895225, 0.25635387931113457, 0.31294764864417557, 0.3276366374600972, 0.3628977835212411, 0.3645386605855442, 0.35041031087377256, 0.3081048993628379, 0.5784670612311952, 0.529637715988047, 0.5843504739476871, 0.5750651178044445, 0.546087526879225, 0.5788273848384377, 0.5372423762547964, 0.5295177709770938, 0.516349714214522, 0.5484891142573944, 0.5639783879121812, 0.6242946054670252, 0.588833388196165, 0.6065639968315951, 0.6025615954885042, 0.5910346600774268, 0.6000400630993815, 0.5925155290313951, 0.6526714941887131, 0.6971383587687193, 0.7728236606802055, 0.7940363389411493, 0.8024415283339552, 0.8373423507878567, 0.8185710787172724, 0.8320190886011322, 0.8280166872580411, 0.833099815135668, 0.8265358183040729, 0.8751250292381232, 0.9064639001549392, 0.8992195634954321, 0.9171502433405785, 0.8179708650881236, 0.7777865992596876, 0.7253953024794539, 0.6969380432718116, 0.7620171281964215, 0.8349009445974972, 0.8661997524149315, 0.8872123594661592, 0.8842904403704127, 0.9341604490487151, 0.9576945884890654, 0.8897739549546634, 0.9048628419028262, 0.8413447521309477, 0.9062638289452228, 1.0, 0.9303581189153405, 0.9438461918985818, 0.9042225651742959, 0.8521112215153501, 0.9184310410848305, 0.9097458985707367, 0.9552131191993243, 0.9118269811538539, 0.880648362634564, 0.84842908068012, 0.8179708650881236, 0.7871523258888847, 0.7579348449417589, 0.741444726664008, 0.7614967964788444, 0.7831899876451753, 0.6713228212483442, 0.31518898362481884, 0.23922348430485332, 0.26455875320703276, 0.2548730103571662, 0.3087051129919868, 0.2921751759020457, 0.23670195191573068, 0.2331397560914538, 0.27684615464478507, 0.25883534860087565, 0.2136081401377902, 0.21260753980201744, 0.263117947352446, 0.31875117944909576, 0.32187316975455854, 0.34292583990516773, 0.30122064202338195, 0.30358216630216983, 0.3034619770040252, 0.2537922838226304, 0.27932762393452615, 0.3046628928367056, 0.32887737210496776, 0.3300780436504568, 0.38579140194586964, 0.4613567588464026, 0.4530316956523598, 0.42801668725804115, 0.43013807722773123, 0.4065638746879994, 0.33095845468808494, 0.3249150338612583, 0.29321583933719997, 0.3222332490746096, 0.300100096676656, 0.24426654908309856, 0.30242155785606234, 0.31270751433507776, 0.27840714979751646, 0.25859521429177784, 0.2201721369693853, 0.1930358607489723, 0.14080444993547764, 0.16533918971160064, 0.14932958433923674, 0.09165496632806426, 0.09841903436937567, 0.14468678412401972, 0.18843300148954115, 0.23241935316416037, 0.23642175450725136, 0.20164099920789877, 0.25287180968562073, 0.20764460122253525, 0.17530512996994657, 0.15169098647442894]",34,-100,33,33.61,-42.6,22,19
2026-06-02,FCX,True,False,71.72,18.44,6.98,83.46,1.136,1.392,22.18,6.98,83.46,0,0,6.98,83.46,29.06,6.98,83.46,0,0,6.98,83.46,9.02,7.56,172.8,43,27,-12.62,32.54,67.3,7.56,264.47,43,107,2.16,32.54,60.92,7.56,538.16,43,172,-16.95,32.54,80.71,7.56,538.16,43,172,-16.95,32.54,37.94709,103.1,1.89,Basic Materials,2.063,0.624,Freeport-McMoRan Inc.,,"[0.12651672173917114, 0.12894278995764627, 0.1456555309767884, 0.1680289938141606, 0.16236827199593054, 0.1855505282643397, 0.1815070812335478, 0.1496988739827017, 0.15428148195922536, 0.14781207073483693, 0.17395934811769584, 0.15940293880684506, 0.15428148195922536, 0.1284036290119145, 0.14781207073483693, 0.17665494479659755, 0.16587255808099066, 0.24269732349188633, 0.22679327187890255, 0.21277591948890498, 0.23164530429097424, 0.2780097128029139, 0.27881829818419374, 0.26075781083804, 0.29148780022230114, 0.27315768039084226, 0.31682638819900166, 0.2939137644158977, 0.2742357942325487, 0.23745467766070932, 0.23366848415467042, 0.24664995680366916, 0.255845235946629, 0.2663927344863798, 0.28289014400684065, 0.25692709468396463, 0.24989542899079745, 0.25827931408075555, 0.228529967226962, 0.213384777103292, 0.10277085867856156, 0.1325204135821123, 0.12684075923597887, 0.13738836180060823, 0.12684075923597887, 0.12224337972669544, 0.14766549968090367, 0.1766035565065741, 0.16551523262303414, 0.18417625559328768, 0.20013273574508078, 0.1876918803901141, 0.18985559786478534, 0.17335818834432443, 0.16551523262303414, 0.16145847040778272, 0.1725468983162013, 0.21473689247520436, 0.22582532038362294, 0.2436749493008748, 0.23069347665187606, 0.2442158786695426, 0.24502737674742292, 0.2596315334775465, 0.2939786759401378, 0.29019237840922035, 0.29749450878672146, 0.306148962585892, 0.23123440602054388, 0.25800884939642166, 0.28613561619396893, 0.25368172652171495, 0.27856302113213394, 0.2693677419891741, 0.2636883997176765, 0.2593611728180912, 0.2596315334775465, 0.2655815484831352, 0.27099053009517754, 0.06301473460392787, 0.0, 0.011088531933297167, 0.0481400091645918, 0.10493447212835422, 0.10141863928177063, 0.09546872830106048, 0.11710475877410842, 0.13468392300702636, 0.1446905962029879, 0.20310753519811797, 0.21554839055308467, 0.14982911313069633, 0.20121449045753784, 0.17930820334991315, 0.17632237725974545, 0.1760510803763828, 0.16193729692393233, 0.18935055707923107, 0.1654657167808253, 0.1510803243703764, 0.1632943014651384, 0.1670941222302726, 0.15976588160824542, 0.16166568796593395, 0.18935055707923107, 0.17686528310110647, 0.1760510803763828, 0.16193729692393233, 0.11416730425248503, 0.13560953637671985, 0.0932680819944898, 0.12475277187292112, 0.15569465993487003, 0.1589515748586432, 0.17903669841679337, 0.1445663904979515, 0.1342524278106352, 0.10276773793220387, 0.12990980522901857, 0.16383710328162082, 0.11986724344994348, 0.12638117732236842, 0.15135193332837482, 0.1589515748586432, 0.1882649534462662, 0.21079268517858732, 0.21323550140251543, 0.2105212842703461, 0.25286273865257614, 0.25503415396826307, 0.2710478478032806, 0.2656195175638206, 0.26019108329948193, 0.30497535390564007, 0.35003092139516084, 0.3302173027701305, 0.3340172275601433, 0.3345601334015043, 0.3421597749317727, 0.34487388803906344, 0.3782585923249404, 0.4187000322997248, 0.45289904333520403, 0.4534417411268079, 0.48384082737227435, 0.4414993729900443, 0.43959935858259863, 0.42277135799797877, 0.4537131420350491, 0.5210251443735284, 0.5682523352284933, 0.5506099238693926, 0.5158683190671881, 0.5785660898660524, 0.6377356488577808, 0.6548350503506418, 0.6822484145308192, 0.6757181487524556, 0.6417061744486812, 0.6787112565841247, 0.6925881753880258, 0.6455154614777671, 0.6879625011117659, 0.7086417107515434, 0.7548980374146281, 0.7755773510792842, 0.8163917202438135, 0.6830646977531146, 0.6974857706969199, 0.8038752388021119, 0.7274164329140957, 0.6555830932525822, 0.6950369210300336, 0.77503319693938, 0.7655097193044689, 0.8253709397139419, 0.7323141322478685, 0.7540817541923326, 0.7064649901670483, 0.7461909470268909, 0.7467352051916737, 0.7948960193319834, 0.8278198934057069, 0.8912180637121174, 0.916795076710546, 0.9048228534336272, 0.8966600212106728, 0.9023741077916194, 0.8283639435207324, 0.8381593421882777, 0.74918405485856, 0.6593923802816681, 0.6901393257211395, 0.7421096349402924, 0.7187093425263587, 0.655310964170191, 0.5783079001173921, 0.620482706644121, 0.6248362518379895, 0.5530030162013547, 0.5032094275666968, 0.461578775179872, 0.5391259933725749, 0.5810287748417912, 0.59762667239497, 0.5633426730336827, 0.5744986130883062, 0.5312352902320119, 0.6436108699756634, 0.7094580979987174, 0.71435579733249, 0.7053765778623615, 0.6974857706969199, 0.8155753329966394, 0.8523081820248131, 0.889041447152501, 0.895299375798716, 0.9018296415770796, 0.917646000217412, 0.906192861084657, 0.958823000108706, 0.9580049484634745, 0.8868315426317358, 0.9629134663846205, 0.7207602970326383, 0.7090344046682204, 0.695945058220124, 0.6315890268316571, 0.5966841029700664, 0.6198631344672392, 0.5863216646893271, 0.5595975693546869, 0.6171362262998819, 0.7046712891855216, 0.6970358630970183, 0.725396165747, 0.799569232977759, 0.8448364910952103, 0.8756511567306438, 0.8478361524942305, 0.762482595337501, 0.6940362016979981, 0.6449511265114165, 0.7041258867470744, 0.7433940301162426, 0.7346677991508449, 0.7992964797460961, 0.7793897588547277, 0.84047347963739, 0.8361102601298126, 0.8723787420999606, 1.0]",58,39,100,26.25,44.6,87,91
