Date,Ticker,InSP500,InNASDAQ100,Price,VolumeM,PriceChange1D,VolumeChange1D,PriceVsMA21_1D,VolumeVsMA21_1D,2WPriceChange,2WMaxPriceChange,2WMaxVolumeChange,2WMaxPriceChangeDay,2WMaxVolumeChangeDay,2WPriceChangeAtMaxVolume,2WVolumeChangeAtMaxPrice,1MPriceChange,1MMaxPriceChange,1MMaxVolumeChange,1MMaxPriceChangeDay,1MMaxVolumeChangeDay,1MPriceChangeAtMaxVolume,1MVolumeChangeAtMaxPrice,3MPriceChange,3MMaxPriceChange,3MMaxVolumeChange,3MMaxPriceChangeDay,3MMaxVolumeChangeDay,3MPriceChangeAtMaxVolume,3MVolumeChangeAtMaxPrice,6MPriceChange,6MMaxPriceChange,6MMaxVolumeChange,6MMaxPriceChangeDay,6MMaxVolumeChangeDay,6MPriceChangeAtMaxVolume,6MVolumeChangeAtMaxPrice,9MPriceChange,9MMaxPriceChange,9MMaxVolumeChange,9MMaxPriceChangeDay,9MMaxVolumeChangeDay,9MPriceChangeAtMaxVolume,9MVolumeChangeAtMaxPrice,1YPriceChange,1YMaxPriceChange,1YMaxVolumeChange,1YMaxPriceChangeDay,1YMaxVolumeChangeDay,1YPriceChangeAtMaxVolume,1YVolumeChangeAtMaxPrice,PE,MarketCap,EPS,Sector,Beta,Volatility30D,CompanyName,Spark6M,Spark1Y,BreakoutScore,VolPressureScore,TrendScore,SectorAvgPE,PE_vs_Sector,RSScore,MomentumScore,BaizScore,TurnScore
2026-06-08,AES,True,False,14.71,13.5,0.27,152.23,1.008,1.319,0.27,0.27,152.23,0,0,0.27,152.23,2.65,1.1,152.23,12,0,0.27,121.52,4.79,1.1,152.23,12,0,0.27,121.52,8.26,9.23,204.6,86,68,-17.77,141.41,19.98,16.79,853.3,171,171,16.79,853.3,42.0,19.78,853.3,230,171,16.79,256.5,7.87,10.49,1.87,Utilities,0.737,0.0482,AES CORP,,"[0.09493303842367198, 0.09365179980309382, 0.14625001685840294, 0.17062052409402945, 0.17832144253981957, 0.1654820828893954, 0.16805804685287334, 0.048741014471253244, 0.047459775850675075, 0.03335266430199481, 0.0, 0.0410400960254631, 0.04489729860951897, 0.08466964273672575, 0.07312500842920158, 0.047459775850675075, 0.07953120153209171, 0.12572322548451045, 0.17574547857634162, 0.17574547857634162, 0.11802230703872033, 0.398977706448002, 0.2899240697533279, 0.31302682509069835, 0.3117320997477983, 0.38357586955642176, 0.3681875193871633, 0.3899955493816337, 0.4130848179966823, 0.454138400744467, 0.4695267509137254, 0.4862098264258836, 0.46824551229314726, 0.46824551229314726, 0.43104913212941864, 0.4207857364424724, 0.37588843783295345, 0.3848571081769997, 0.41769727703076326, 0.4436996776673366, 0.352704762161652, 0.3670006878228385, 0.3682954131657383, 0.4034013513695767, 0.36179481300659505, 0.3761042253901034, 0.3942978138023116, 0.38000188814112507, 0.4280955399409282, 0.4345961401000714, 0.42680081459802816, 0.4137996142797416, 0.38389955089214667, 0.45149500316937985, 0.45149500316937985, 0.4319932026919498, 0.4345961401000714, 0.4502002778264798, 0.4579956033285231, 0.4410967402592147, 0.41769727703076326, 0.3631030250718169, 0.3786936760759032, 0.3513965500964301, 0.3513965500964301, 0.352704762161652, 0.3682954131657383, 0.37219307591675993, 0.39169487639419, 0.3487936126883083, 0.3240994241169568, 0.38129661348402505, 0.3942978138023116, 0.4046960767124765, 0.40600428877769834, 0.4345961401000714, 0.39169487639419, 0.418992002373663, 0.40859373946349814, 0.40859373946349814, 0.6958878983640605, 0.5554911189933509, 0.5931865078829892, 0.5528881815852293, 0.5697870446545374, 0.6126883083604192, 0.5918917825400891, 0.5268992676709778, 0.574992919470781, 0.5684923193116377, 0.6152912457685409, 0.624394783335806, 0.5931865078829892, 0.5697870446545374, 0.5593887817443726, 0.5554911189933509, 0.543798130740286, 0.5892888451319676, 0.5814935196299242, 0.5775958568789026, 0.5658893819035159, 0.5203986675118346, 0.5237703480923032, 0.4908627456269304, 0.46716657450739746, 0.5698409915438251, 0.5658893819035159, 0.5579996493452197, 0.5685327794786033, 0.5764225120368996, 0.5500964300646014, 0.4974442661200049, 0.5171888275992286, 0.5303518685853778, 0.5040257866130795, 0.5106073071061541, 0.4763780058532376, 0.5079639095310666, 0.5250785601575249, 0.515867128811685, 0.529030169797834, 0.5487747312770578, 0.5395632999312177, 0.5356116902909086, 0.5027040878255358, 0.5316600806505993, 0.5303518685853778, 0.5224486493047595, 0.5356116902909086, 0.514558916746463, 0.5408849987187613, 0.5184970396644503, 0.5224486493047595, 0.4908627456269304, 0.4724263962129283, 0.49875247818522656, 0.4790079167060029, 0.5224486493047595, 0.5277219577326122, 0.5356116902909086, 0.5500964300646014, 0.5579996493452197, 0.6067002036495069, 0.5856339433827396, 0.6488327241830417, 0.6369778952621145, 0.6593658543164255, 0.6001186831564324, 0.5698409915438251, 0.5830040325299742, 0.5461448204242921, 0.5369333890784523, 0.5408849987187613, 0.5988104710912108, 0.5658893819035159, 0.5106073071061541, 0.5724709023965904, 0.6211849434231997, 0.5737926011841341, 0.6225066422107435, 0.6619957651691908, 0.6975332784873292, 0.6777887170081055, 0.6496149540777104, 0.6602694647119911, 0.8414635791063696, 0.7961616788271945, 0.7748391708363116, 0.8361228370669075, 0.837458022576773, 0.8627726003749306, 0.8880871781730884, 0.856110159547925, 0.8667646701822057, 0.8814247373460827, 0.8680998556920709, 0.8774326675388081, 0.8974065032975036, 0.8641077858847964, 0.8654429713946618, 0.8787678530486734, 0.8627726003749306, 1.0, 0.5909881721445238, 0.586996102337249, 0.601656169501126, 0.5923233576543894, 0.5830040325299742, 0.5883312878471145, 0.5909881721445238, 0.5936585431642548, 0.5923233576543894, 0.5883312878471145, 0.5896664733569801, 0.5896664733569801, 0.586996102337249, 0.5830040325299742, 0.5763415917029684, 0.5736712206832373, 0.5803336615102431, 0.5710143363858281, 0.5643518955588221, 0.5630167100489567, 0.5656870810686877, 0.5750064061931028, 0.5896664733569801, 0.6029778682886697, 0.6069834248182663, 0.6203083064722781, 0.6163027499426814, 0.617637935452547, 0.6149810511551377, 0.6163027499426814, 0.6163027499426814, 0.6229651907696873, 0.6296276315966929, 0.6256355617894184, 0.6269707472992839, 0.6216300052598217, 0.6229651907696873, 0.6296276315966929, 0.6282924460868273, 0.6282924460868273, 0.6269707472992839, 0.6229651907696873, 0.6229651907696873, 0.6237609073866777, 0.6237609073866777, 0.6358989574763644, 0.6318529407798023, 0.625109579618865, 0.6305042685476149, 0.6332016130119896, 0.6426423186373015, 0.6439909908694889, 0.6480370075660513, 0.6493856797982387, 0.657477713191363, 0.6628724021201128, 0.6844511578351113, 0.6790564689063615, 0.6777077966741741, 0.6763591244419868, 0.6777077966741741, 0.6790564689063615, 0.6763591244419868, 0.6804051411385489, 0.6777077966741741, 0.6817538133707366, 0.6844511578351113, 0.6763591244419868, 0.6817538133707366]",10,32,100,19.84,-60.3,70,71,62,2
2026-06-08,AIG,True,False,74.1,6.67,-1.84,112.73,0.979,1.794,-4.0,2.79,112.73,1,0,-1.84,-8.17,-2.96,2.96,112.73,14,0,-1.84,20.98,-4.5,5.31,178.28,25,29,-1.34,-12.33,-2.72,6.1,326.46,122,105,-7.48,281.63,-4.31,6.1,326.46,122,105,-7.48,281.63,-13.24,6.1,326.46,122,105,-7.48,281.63,13.07,39.29,5.67,Financial Services,0.238,0.2638,"AMERICAN INTERNATIONAL GROUP, INC.",,"[0.9538459433013327, 0.8093074496547854, 0.7524308715555528, 0.7571181256457807, 0.8507947803833287, 0.8012809546944388, 0.8571105986684092, 0.7750460172025649, 0.7770646156793783, 0.8362608713502714, 0.8826749509035791, 0.8584586118885186, 0.7535188619210218, 0.8254972937094994, 0.7999329414743295, 0.8672035910524762, 0.8860415626005018, 0.6499202824669322, 0.7050793411841986, 0.6949931915068318, 0.7064273544043079, 0.6976823752403503, 0.6566466631540775, 0.6109031688574729, 0.6008101764734058, 0.5631410760840558, 0.55776270861702, 0.55776270861702, 0.5725566405047176, 0.5436325192793262, 0.5866868298424124, 0.4582013261165582, 0.4393633545685326, 0.49788902498272164, 0.4393633545685326, 0.4185136272503948, 0.3169336462731196, 0.3317344208675184, 0.2893506955611363, 0.3761299019440127, 0.3862228943280797, 0.4279291916710575, 0.26244517281255736, 0.3653663243032407, 0.39900507044566513, 0.3889120780615981, 0.4837656783517281, 0.5120192143204164, 0.4918332295522814, 0.5167269965307473, 0.5779418506784537, 0.6613544453644083, 0.6653916423180352, 0.7185389452651892, 0.6788444036923246, 0.6647210570613311, 0.6398272900828652, 0.5987984207032928, 0.5799604491552681, 0.5617999055706479, 0.5813016196686762, 0.6075433998672514, 0.4380221840551245, 0.4084206348663278, 0.3889120780615981, 0.356621345139283, 0.40505402316940503, 0.41918421250709886, 0.2913692940379497, 0.2752273489301428, 0.30635482171327655, 0.38958266331830216, 0.3185348396411679, 0.2880847948214395, 0.29958738478592556, 0.38078294250073513, 0.3266502897886283, 0.3861955235012755, 0.38078294250073513, 0.42409043321176126, 0.49852539670592116, 0.49852539670592116, 0.5919078150553234, 0.7272428681889411, 0.7969358359392638, 0.7935555388289394, 0.7373906022266166, 0.6108552699105658, 0.6460404677674303, 0.7197980032981848, 0.6081455580569445, 0.32123770878808794, 0.34424288871706105, 0.3665774833893291, 0.4132652712106796, 0.45116018092116533, 0.44507017195721965, 0.45521790599489503, 0.4761976447403534, 0.4139426991740849, 0.3861955235012755, 0.40040782531938285, 0.452515036847975, 0.452515036847975, 0.5709280763098651, 0.27387249300333216, 0.2711627811497108, 0.31514769982414226, 0.31447027186073695, 0.2623699030388461, 0.3875503794280862, 0.41123298732046454, 0.37063520846305975, 0.2833427990776032, 0.32462484860511365, 0.23530015532944204, 0.23124243025571134, 0.24951245714754938, 0.1919926646184159, 0.1852252276910649, 0.25492503814808976, 0.2630473310022505, 0.2934973758219799, 0.31650255575095293, 0.32462484860511365, 0.3388303077165197, 0.3219151367514933, 0.2731950650399268, 0.28063992993068315, 0.5959655401290531, 0.7157334355177528, 0.8544556284683972, 0.9491860600379088, 0.8605456374323429, 0.9693857302194455, 0.9727865554498737, 0.9619066517951836, 0.9891132536386096, 1.0, 0.9952374761360607, 0.9925140788690379, 0.9925140788690379, 0.9687083022560401, 0.9292532554177129, 0.8421729699399894, 0.8496588910709515, 0.42040905700658887, 0.3523788669846243, 0.4088448826817932, 0.24081537693049784, 0.14966368096564214, 0.027213444550126288, 0.07823266571324933, 0.14557858506510826, 0.07074674458228622, 0.03741592024141005, 0.0, 0.02857514318363726, 0.029252571147042588, 0.12925188687637237, 0.1346918387037169, 0.10203844232624608, 0.16802950575129436, 0.2033994566890878, 0.13809266393414515, 0.15238023552596475, 0.30476047105192855, 0.2768695985383979, 0.3285730903716276, 0.20476115532259875, 0.21156280578345527, 0.44557653225309757, 0.47006657953620096, 0.4340123579283019, 0.5108833250080402, 0.5374124988880599, 0.5204083727359197, 0.5816300695903274, 0.5503383718463676, 0.5408133241184881, 0.5619025461711633, 0.5755126897995766, 0.5850308948207547, 0.6278936095962115, 0.48775497635844783, 0.4360514845252182, 0.5564625943438187, 0.46462662770885643, 0.38979478722603533, 0.41904735837307794, 0.41360740654573336, 0.31224639218289163, 0.3299347890051385, 0.34693891515727976, 0.35378162185834205, 0.19571509706379409, 0.16560718757911846, 0.19982072108443186, 0.24771966799187076, 0.1963993677339007, 0.2737219534559086, 0.19160947304315631, 0.10128574458912948, 0.1765555183008185, 0.2586679987135708, 0.2798803894868653, 0.2703006001053775, 0.3387276671160042, 0.32162090036334756, 0.4078390047967376, 0.42768285422981883, 0.36951984727078646, 0.43520983160098775, 0.3797839073223799, 0.3845738020131243, 0.4618963877351322, 0.49337283856002107, 0.4851615905187455, 0.442052538302051, 0.31204111098185977, 0.3325692310850476, 0.2511410213424019, 0.18202968366166855, 0.18408249567198742, 0.1587644808780562, 0.22787581855878858, 0.49953127459097674, 0.4167345235081188, 0.4790031544877889, 0.42563004221949996, 0.33941193778611084, 0.3346220430953665, 0.31409392299217864, 0.33735912577579197, 0.29493434422920306, 0.2901444495384587, 0.31751527634270976, 0.47147617711662, 0.4146817114977999, 0.4488952450031133, 0.48926721453938327, 0.3818367193326988, 0.39141650871418654, 0.26003654005378307, 0.20050499175453845, 0.1888723903627318, 0.13549927809444284, 0.15944875154816182, 0.07391491778487838, 0.13481500742433625, 0.2750904947961209, 0.17997687165134965]",20,-79,0,16.41,-20.4,29,25,20,1
2026-06-08,ALGN,True,False,172.05,0.96,2.57,93.19,1.043,0.95,5.2,6.37,93.19,7,0,2.57,2.5,1.94,6.37,93.19,7,0,2.57,2.5,1.55,6.37,101.04,7,29,-2.59,2.5,9.44,8.88,147.92,84,85,2.71,-9.02,25.71,8.88,245.3,84,133,0.75,-9.02,-4.74,8.88,410.84,84,214,-36.63,-9.02,28.92,12.32,5.95,Healthcare,1.618,0.4185,ALIGN TECHNOLOGY INC,,"[0.67719596646823, 0.6809622160126353, 0.7677074474547442, 0.7362410399708419, 0.6901956019924675, 0.6435427044101567, 0.7002794314178109, 0.6108613777183817, 0.6697849593002064, 0.6914105212003401, 0.7112137042886647, 0.7496051512574415, 0.7564086988215283, 0.7636982140687646, 0.7731745838901715, 0.7830154294739402, 0.8431539302636375, 0.8759567488761997, 0.8740128781436034, 0.8376867938282107, 0.8576114688373223, 0.9184789211517433, 0.9670756894666503, 0.9403474668934516, 0.9042643664196331, 0.8252946179079091, 0.7940711942655815, 0.8187340541853968, 0.8005102660673067, 0.7792491799295348, 0.8404811080063176, 0.962823472239096, 0.939132547685579, 0.9801968169116755, 1.0, 0.9832341149313572, 0.9560199246750091, 0.05017616328514148, 0.14141659579637972, 0.15660308589478816, 0.17944356700279443, 0.14603328878629585, 0.16875227797351494, 0.18223788118090148, 0.12076296926254401, 0.18964888834892496, 0.25343214676224046, 0.21868545741708176, 0.21321832098165486, 0.24371279309925892, 0.22949823836714875, 0.2271898918721907, 0.19183574292309552, 0.29996355242376377, 0.2439557769408336, 0.2053213461304824, 0.2077511845462276, 0.19742437127930992, 0.20750820070465328, 0.14919207872676468, 0.0908152107884825, 0.11930506621309674, 0.17300449520106922, 0.14554732110314686, 0.13424857246993088, 0.09792248815453775, 0.13400558862835624, 0.08115660308589487, 0.0750820070465315, 0.08431539302636372, 0.05540031587899407, 0.09342728708540879, 0.07909124043251113, 0.07653991009597876, 0.050054671364354326, 0.04009233385979846, 0.0, 0.01591544162313209, 0.01810229619730299, 0.004130725306767141, 0.032073867087838666, 0.04640991374073616, 0.08856761025391802, 0.08042765156117124, 0.06791398372008266, 0.09974486696634684, 0.0849228526303002, 0.011055764791641486, 0.05661523508686668, 0.05965253310654837, 0.04312963187948015, 0.06025999271048485, 0.067670999878508, 0.12209938039120412, 0.13777183817276156, 0.1299963552423766, 0.13509901591544168, 0.12550115417324761, 0.13084679868788737, 0.10035232657028297, 0.08540882031344917, 0.1646215526667478, 0.15793949702344795, 0.1658364718746204, 0.13108978252946168, 0.14979953833070114, 0.1075203498967318, 0.12100595310411867, 0.16219171425100223, 0.23824565666383202, 0.20422791884339694, 0.17664925282468705, 0.14882760296440287, 0.09391325476855811, 0.08990402138257812, 0.10691289029279566, 0.09634309318430333, 0.2147977159518893, 0.22779735147612684, 0.27481472482079944, 0.2715344429595431, 0.27104847527639414, 0.26533835499939257, 0.31648645365083233, 0.3659336654112502, 0.3882881788361075, 0.39278337990523643, 0.398493500182238, 0.4145304337261573, 0.48232292552545275, 0.47369699914955665, 0.49264973879237045, 0.45984692017980794, 0.4617907909124042, 0.4337261572105457, 0.44417446239825054, 0.39861499210302515, 0.41793220750820076, 0.3873162434698092, 0.4004373709148342, 0.4068764427165594, 0.4004373709148342, 0.4040213825780585, 0.379905236301786, 0.37844733325233876, 0.42825902077511846, 0.519742437127931, 0.5094156238610134, 0.5552180779978133, 0.5820677924917992, 0.5724699307496052, 0.5506013850078969, 0.5388166686915319, 0.56603085894788, 0.5662738427894547, 0.4941076418418177, 0.5475640869882152, 0.5350504191471266, 0.5327420726521686, 0.5196209452071439, 0.5122099380391203, 0.48645365083221953, 0.4767342971692383, 0.46349167780342615, 0.47078119305066213, 0.3908395091726402, 0.44247357550722893, 0.6164500060745961, 0.7619973271777426, 0.8215283683635038, 0.8673308225003039, 0.8823958206779249, 0.7165593488033047, 0.7519134977523996, 0.7573806341878265, 0.8011177256712428, 0.783865872919451, 0.7913983720082616, 0.6849714493986149, 0.7368484995747783, 0.7674644636131699, 0.7814360345037054, 0.7923703073745596, 0.7792491799295348, 0.7017373344672578, 0.6959057222694691, 0.6162070222330215, 0.5967683149070587, 0.609524966589722, 0.5412465071072775, 0.6066091604908275, 0.510752034989673, 0.4780707082978981, 0.5414894909488518, 0.6225246021139595, 0.5774510995018831, 0.624103997084194, 0.5868059774025028, 0.6801117725671245, 0.6616450006074597, 0.6729437492406757, 0.637225124529219, 0.5041914712671607, 0.5027335682177134, 0.5655448912647311, 0.5813388409670756, 0.5554610618393877, 0.5708905357793708, 0.510144575385737, 0.6311505284898556, 0.6032073867087839, 0.5863200097193535, 0.677803426072166, 0.7266431782286478, 0.748997691653505, 0.7306524116146278, 0.7920058316121977, 0.8113230470173733, 0.854331186976066, 0.864658000242984, 0.7992953468594337, 0.7864172032559836, 0.7267646701494349, 0.6366176649252825, 0.6502247600534565, 0.6211881909852994, 0.6564208480136071, 0.5710120277001579, 0.5324990888105943, 0.5960393633823351, 0.5286113473454014, 0.533349532256105, 0.48268740128781457, 0.4970234479407119, 0.44794071194265583, 0.4331186976066092, 0.39326934758838544, 0.41185761146883737, 0.36787753614384644, 0.4677438950309804, 0.4636131697242133, 0.4705382092090878, 0.46980925768436416, 0.46166929899161707, 0.5876564208480136, 0.608310047381849, 0.5453772324140447, 0.5079577208115661, 0.4474547442595069, 0.5273964281375288, 0.5207143724942292, 0.5730773903535417]",16,-5,83,28.08,3.0,54,45,48,3
2026-06-08,TEL,True,False,205.61,3.5,-3.31,86.44,0.989,1.214,-1.43,1.72,86.44,4,0,-3.31,5.3,0.1,3.69,86.44,18,0,-3.31,-18.24,1.7,5.71,100.21,42,32,-9.1,87.07,-11.66,5.71,179.99,42,122,3.36,87.07,-0.08,5.71,214.13,42,129,-0.18,87.07,26.58,11.95,214.13,220,129,-0.18,61.87,20.98,60.02,9.8,Technology,1.589,0.352,TE Connectivity plc,,"[0.02321152892198001, 0.03864724781062664, 0.04310712514081997, 0.035789124760663954, 0.03864724781062664, 0.0, 0.03281625954446203, 0.01189146086480835, 0.013263730812559864, 0.006631865406280097, 0.036588842888999204, 0.04413632760163369, 0.06002869713167778, 0.07352191227671644, 0.048595045920046785, 0.06917677711276267, 0.08747061905137199, 0.12337448597827551, 0.13343586724215464, 0.09741841716079214, 0.11216916008734308, 0.11468421565036797, 0.14189781224936363, 0.1656795749672001, 0.15504680089568426, 0.14658485588847528, 0.15733353113801057, 0.17219785721902087, 0.18694744113379155, 0.1931214968868943, 0.20409849745712816, 0.45073156823565935, 0.49143722096791376, 0.5195652778614842, 0.5342001196100157, 0.5322564568546275, 0.5037853324741193, 0.4931525584026034, 0.4494740404541471, 0.4731422200175242, 0.4449005799694948, 0.4279778489668567, 0.42649199586464587, 0.45004543326178376, 0.42580586089076994, 0.4747428152859746, 0.49932661415570617, 0.5071012651772593, 0.4583926361027532, 0.46971270415992517, 0.46616728712430633, 0.44512890529019333, 0.4308359720168194, 0.49269474874942604, 0.49418639691053806, 0.5146093434893672, 0.5221823264611661, 0.5275752082744167, 0.5099049146735526, 0.4876460934348935, 0.5039394810408852, 0.5333111575746055, 0.535606000899393, 0.5256245914483474, 0.5345733214032387, 0.5540794896639327, 0.5776004747312251, 0.5479981548532458, 0.5632577039513027, 0.5794363493910551, 0.5940074454916761, 0.633935401319419, 0.6208559533799101, 0.6486223985980594, 0.6608986513738926, 0.6138566812393079, 0.6013509441309962, 0.6308373628309557, 0.6393282831326695, 0.6594070032127806, 0.6841901521087058, 0.6775362654786022, 0.674438226990139, 0.6987624072211069, 0.6885503544258023, 0.7156283466465151, 0.693025298909138, 0.6024983657933899, 0.6576858707191897, 0.6722581258315908, 0.6956643687326437, 0.7128745346567702, 0.6989918915535858, 0.7331827390693597, 0.759113309627679, 0.769210620256744, 0.8264646431866334, 0.844363262108196, 0.856868999216508, 0.8545741558917204, 0.9029930320211772, 0.9338575157277897, 0.974704567897228, 0.9730981775698768, 0.9350049373901833, 0.997537099967084, 0.9229581689468289, 0.9220402316169141, 0.9833090713534012, 0.9764245413790383, 0.966787358426711, 0.8515920185812766, 0.863638787024631, 0.8278403901697255, 0.797206549807372, 0.8144167157314987, 0.6015804284634747, 0.6606691670414138, 0.6756331681355209, 0.6990011636478273, 0.7274328816278088, 0.7437784247639091, 0.7391736709611914, 0.7829147755457784, 0.7973039067969084, 0.8273466511513623, 0.838281927297509, 0.8339078168390504, 0.8594628675805859, 0.9507443173652415, 0.9525859870839727, 0.7899372279219846, 0.7961530080991741, 0.7525266456808266, 0.7044102716260008, 0.7417061117009192, 0.7878649148589947, 0.8284987088608768, 0.8190597169229628, 0.8099661104955469, 0.8167567605157138, 0.8088140527860322, 0.7924696686617123, 0.759433196879013, 0.8251595959221327, 0.8042104579950948, 0.8031743014636, 0.7833760622342965, 0.7654183337119439, 0.8065122553905636, 0.8502533599751505, 0.8640664623715233, 0.872123912267444, 0.9253051678017254, 0.9148300193323164, 0.8257356247768901, 0.7996057041923772, 0.8036344291403376, 0.7171883765026587, 0.7361811025447261, 0.7970732634526497, 0.6933602533136145, 0.7451588077941222, 0.704986300480758, 0.7550590864205544, 0.7460802221593777, 0.6245253846760097, 0.5427976689955075, 0.6259069267180031, 0.7473458630233517, 0.73951905647169, 0.7703684730251598, 0.7356050736899689, 0.8593469664025664, 0.8560090124756026, 0.8529017018928977, 0.8157206039842186, 0.8507146466636686, 0.8108817298019015, 0.9281864710872921, 0.9392701007413039, 0.8629526520507554, 0.7978347341922383, 0.5880489659296896, 0.49949351185205426, 0.5538743445788382, 0.5716547442988209, 0.5172739115720373, 0.5217766723380977, 0.4837912202539627, 0.5090762212507128, 0.42479288459487885, 0.4429198288371404, 0.4895642579311176, 0.49984005637433276, 0.4064352970083586, 0.43114311013857126, 0.40170189289803926, 0.458852763779491, 0.5232775925934509, 0.5654192609213681, 0.48667831859843025, 0.4744391541995632, 0.4340302084830388, 0.5538743445788382, 0.5844699375524453, 0.5544515324453757, 0.5620720349001627, 0.5765040495871601, 0.7156295056582954, 0.7802849778165143, 0.7935626167704366, 0.8460959847195885, 0.8755372019601205, 0.8440178765976977, 0.8709196990278208, 0.982450243624276, 1.0, 0.9482756222734247, 0.6926532561276953, 0.6544371606993014, 0.6191070046035946, 0.5596473822559931, 0.49937876968581507, 0.5103464981618073, 0.5843551953862057, 0.5355167569923179, 0.5106930426840859, 0.5298584614814024, 0.6364261176350596, 0.565881706621666, 0.5213153856495796, 0.5203916532607635, 0.6082540182938418, 0.5381720529807462, 0.526972522148715, 0.5087308357402143, 0.4556202799245252, 0.4043571888864679, 0.465780177189721, 0.4794043606659218, 0.49083453484221207, 0.5582890204496037, 0.5600275381198974, 0.5783399242469901, 0.6140374870770186, 0.5871484137764776, 0.6293364425756022, 0.671756273730766, 0.6991089517433854, 0.605228997547531, 0.5236345682217515]",5,-21,50,33.44,-37.3,47,49,39,1
