Date,Ticker,InSP500,InNASDAQ100,Price,VolumeM,PriceChange1D,VolumeChange1D,PriceVsMA21_1D,VolumeVsMA21_1D,2WPriceChange,2WMaxPriceChange,2WMaxVolumeChange,2WMaxPriceChangeDay,2WMaxVolumeChangeDay,2WPriceChangeAtMaxVolume,2WVolumeChangeAtMaxPrice,1MPriceChange,1MMaxPriceChange,1MMaxVolumeChange,1MMaxPriceChangeDay,1MMaxVolumeChangeDay,1MPriceChangeAtMaxVolume,1MVolumeChangeAtMaxPrice,3MPriceChange,3MMaxPriceChange,3MMaxVolumeChange,3MMaxPriceChangeDay,3MMaxVolumeChangeDay,3MPriceChangeAtMaxVolume,3MVolumeChangeAtMaxPrice,6MPriceChange,6MMaxPriceChange,6MMaxVolumeChange,6MMaxPriceChangeDay,6MMaxVolumeChangeDay,6MPriceChangeAtMaxVolume,6MVolumeChangeAtMaxPrice,9MPriceChange,9MMaxPriceChange,9MMaxVolumeChange,9MMaxPriceChangeDay,9MMaxVolumeChangeDay,9MPriceChangeAtMaxVolume,9MVolumeChangeAtMaxPrice,1YPriceChange,1YMaxPriceChange,1YMaxVolumeChange,1YMaxPriceChangeDay,1YMaxVolumeChangeDay,1YPriceChangeAtMaxVolume,1YVolumeChangeAtMaxPrice,PE,MarketCap,EPS,Sector,Volatility30D,Spark6M,Spark1Y,SectorAvgPE,PE_vs_Sector
2026-05-11,TYL,True,False,312.27,0.74,-3.79,136.57,0.933,1.499,-8.28,4.57,136.57,8,0,-3.79,20.98,-2.67,4.75,136.57,18,0,-3.79,-26.37,-13.38,5.89,136.57,59,0,-3.79,-15.4,-32.62,5.89,176.73,59,110,-0.87,-15.4,-46.55,6.56,243.12,147,132,-6.4,90.46,-44.26,6.56,243.12,147,132,-6.4,90.46,43.131214,13.17,7.24,Technology,0.864,,"[0.8413709978689761, 0.8565841120068043, 0.8646217608789123, 0.8467602562867554, 0.8798040491803664, 0.8926460174288151, 0.8839924157164775, 0.884423413538463, 0.8616038363129292, 0.8634515068712011, 0.8591402129144278, 0.8902130319042707, 0.8826065688165651, 0.8765705317221821, 0.8929230740313474, 0.8551366134341438, 0.8837459969879022, 0.8959718244337045, 0.8830683924749246, 0.8905517401795511, 0.9027161039150222, 0.9223023516447886, 0.914634048921918, 0.9260285185977064, 0.9013302570151098, 0.9303091746805227, 0.9039171837591073, 0.867300977169615, 0.8706886238096693, 0.9024082214761159, 0.9287693865611572, 0.9060112730459544, 0.8935698527079511, 0.905580087261552, 0.941734470192685, 0.9331423321906784, 0.911677776028683, 0.9331115063543045, 0.9320337298557153, 0.9177444509970232, 0.8990514006724355, 0.840293221370387, 0.8153485410592152, 0.848238392733373, 0.8205222065847934, 0.8365052147823043, 0.8444813999440812, 0.8540280110991807, 0.8406935813184154, 0.8559373333302006, 0.8425104260403132, 0.8403546850807181, 0.8296994715906555, 0.8296994715906555, 0.8175042820188103, 0.82418690982738, 0.9162354887140316, 0.9072740045627876, 0.9729920562383552, 0.9905148525552315, 1.0, 0.9643692803623916, 0.9463844724247387, 0.9151268863790685, 0.8527346417083904, 0.9031164638630506, 0.8813746631361059, 0.8776484961831882, 0.8646834125516603, 0.8721975860926607, 0.8650837724996887, 0.8611418246921528, 0.8441118658324268, 0.8250801072325589, 0.801120913873271, 0.8430955530441688, 0.8291451704231739, 0.8494702984138321, 0.8174734561824363, 0.8216001710457994, 0.8228318887638417, 0.8404779884262141, 0.859386443680586, 0.8357044948862475, 0.7972097919021092, 0.8220928205405329, 0.7943766343919533, 0.7773466755322274, 0.7625953850527587, 0.7678615280874589, 0.7483677578668145, 0.7615176085541696, 0.7671839235744813, 0.7432557440139844, 0.7263180747009635, 0.7242546232880736, 0.7473514450785566, 0.745842482795565, 0.7271494324709774, 0.6581053858281036, 0.6502525040118229, 0.6642645383055658, 0.6442165608986483, 0.6118810103919722, 0.7099347065554242, 0.6757205656728937, 0.6687915191357489, 0.6759361585650949, 0.6751662645054122, 0.6621396231823446, 0.6451712220141582, 0.673072175218565, 0.6873921859324228, 0.7133838169058097, 0.6960149618083864, 0.7058696433648092, 0.6824956709905854, 0.6837274826898362, 0.6887163811595871, 0.5880758522333459, 0.5883221769807127, 0.5827174196519406, 0.5542620712988438, 0.5625461388995271, 0.5351379291710623, 0.5480721869662161, 0.5432064038795443, 0.5464400153189369, 0.5634392423234974, 0.5530302595995931, 0.5522603655399103, 0.5561714875110721, 0.5420361498718331, 0.5518908314282559, 0.55041260100043, 0.5511209373685731, 0.5719696346715474, 0.5112096556293569, 0.5655641574467185, 0.5509977280042856, 0.5622689883157863, 0.5497350904686608, 0.5373552278221969, 0.5383098889377069, 0.5530610854359671, 0.5613758848918159, 0.5332594327764164, 0.5121950486000324, 0.5196476644494933, 0.513334570752578, 0.5192165726462994, 0.4926089888326829, 0.5021864258241565, 0.5057280136836639, 0.5185390621145302, 0.5261763510386098, 0.5479489776019285, 0.5395725264733316, 0.5367085431268018, 0.535907823230745, 0.5348607785873215, 0.526884687406753, 0.5140120812843472, 0.4582100808943252, 0.47443950782041133, 0.48232321547306617, 0.49639690143955717, 0.5123182579643201, 0.4968279932427511, 0.4909459913490298, 0.48072186966216107, 0.5080068700263383, 0.4899913302335198, 0.4710827809979395, 0.4355444448882446, 0.45359071653622857, 0.47283806802829775, 0.45491500574460136, 0.4704976539940839, 0.42843063129527253, 0.4067503882598674, 0.2862773808377015, 0.25363385391091053, 0.233555050667619, 0.1386116625980635, 0.1730721282279608, 0.16574272174278754, 0.18880881167810495, 0.2100270430927336, 0.22625647001881974, 0.16078464910941057, 0.0, 0.05204481963831332, 0.07834442703181499, 0.09300314602095311, 0.1001169596139252, 0.09229490363401838, 0.0935882730248087, 0.11314360093699265, 0.1480351583700839, 0.20346753066724307, 0.2083333137539149, 0.2081177208617137, 0.24692040026596682, 0.2498152094488707, 0.24276295354743818, 0.2696168621084214, 0.2473207602139952, 0.20694746685400253, 0.18871642815019138, 0.18009355829301932, 0.19324340898037437, 0.1896710892657013, 0.18911678809821977, 0.17525869502392996, 0.19410568656797073, 0.19450604651599912, 0.19108766802077926, 0.1577666305622191, 0.1368255497313312, 0.16638950041939116, 0.14470925738398607, 0.1666358251667579, 0.17042373777363215, 0.14304625990033293, 0.15702756233891033, 0.15447155541249527, 0.14369303857693655, 0.1257698823120317, 0.11283562451687786, 0.0931879130767803, 0.10412046511300066, 0.10861662010680964, 0.15573409896691157, 0.16260158781251688, 0.17113198016056688, 0.18135619582864407, 0.16759048628226786, 0.18274204272855643, 0.14997530643747783, 0.1693458672938346, 0.15564171543899796, 0.1645109100435368, 0.21239837694452995, 0.16660509331159234, 0.14923623821416906, 0.12382973424463778, 0.12558511525620453, 0.10350451227277106, 0.13562446988724605, 0.11560722433549411, 0.07769764835521138]",63.35,0.68
2026-05-11,GRMN,True,False,242.38,1.11,0.95,128.83,0.954,1.37,-2.19,3.49,128.83,3,0,0.95,-11.85,-7.34,3.49,128.83,3,0,0.95,-11.85,16.75,9.44,151.53,57,24,-0.63,64.92,21.47,9.44,173.82,57,110,0.8,64.92,7.11,9.44,211.14,57,160,-0.9,64.92,28.7,9.44,309.99,57,237,0.06,64.92,27.05134,46.74,8.96,Technology,0.956,,"[0.03345214300666819, 0.11210379910350782, 0.14164356651019896, 0.14332458246513746, 0.15941529102472318, 0.19976172259996142, 0.19519880537239737, 0.18150968120666625, 0.14524584998022116, 0.15533269067593009, 0.14344470824521005, 0.20252349809251435, 0.1595350443217568, 0.17046257923645447, 0.17202365565283984, 0.17178321785117515, 0.19039582282620762, 0.1957992480312409, 0.20216349323533553, 0.22581895983366398, 0.2359054280463339, 0.2578800649312434, 0.24599226874204283, 0.23710612712250148, 0.1522105378431593, 0.19442683427410132, 0.12036714908186656, 0.12663939097533194, 0.14726508053455786, 0.16813213910304595, 0.2084186009090076, 0.18984324423787363, 0.20926283371686671, 0.24798151441174127, 0.2523237354387068, 0.2813926842841211, 0.3086524830091862, 0.3252978188138203, 0.32119640807155847, 0.30889366577692884, 0.35352234860985604, 0.3618449233914134, 0.33916871470257604, 0.3571412075751131, 0.3418222838723039, 0.3980305331796717, 0.45351486170077243, 0.48354891410019646, 0.4625611710270773, 0.48137789670747344, 0.5331230542417251, 0.5296250660226186, 0.5769076905083127, 0.5857126308253554, 0.6211745060688662, 0.40635329420274846, 0.3734243036243345, 0.3730626225934802, 0.455083201536418, 0.487891135127162, 0.5099642937758829, 0.49645507891798146, 0.5377064580364334, 0.4968171324318747, 0.5445817499700151, 0.5883661999950832, 0.5700322123332114, 0.5372239062594285, 0.5403602134476807, 0.5506126228542183, 0.5108087128252615, 0.5040539191547913, 0.5804054924858997, 0.5418074962956562, 0.5403602134476807, 0.5757012179450409, 0.6422827474050969, 0.6515704257406639, 0.5607445339976445, 0.5923467399911945, 0.6013930493174994, 0.5981362438661355, 0.623707390733963, 0.6115249604609254, 0.5808880442629045, 0.6438503422746645, 0.6172153838474965, 0.5899745817574197, 0.6001444861708222, 0.5699979438936248, 0.6071663501802446, 0.581378418183728, 0.5966334610453513, 0.608861334249145, 0.5973598029713717, 0.6005074708923129, 0.6462720407526243, 0.7074125242207097, 0.7157663875775416, 0.8242449955041298, 0.8552387504534981, 0.8470061303258556, 0.8540285530598364, 0.8380471682721927, 0.8798161125733139, 0.8402263802917734, 0.7376799372440576, 0.7777540837177979, 0.7534192080563612, 0.7546297779330619, 0.7220620959024631, 0.7493028979925399, 0.7509976958199208, 0.7777540837177979, 0.7318686431113359, 0.7635891124697637, 0.7669790806075646, 0.7787227258606779, 0.738406279170078, 0.39359872998183026, 0.33742232797429567, 0.3249521545536424, 0.2837881227078325, 0.22216341128906694, 0.22252676849359665, 0.20436617168637225, 0.17022456257454316, 0.18923237205393853, 0.1520639657673188, 0.13935167837132537, 0.09637160546894497, 0.08511237440803134, 0.032688925259788296, 0.03329421019813863, 0.030509526998688113, 0.0, 0.06210875312792632, 0.06416690815983694, 0.07058367347242843, 0.0931026943188142, 0.09951964587292518, 0.11840639836465047, 0.12203829423627195, 0.14964263977239797, 0.18148397987697631, 0.1996445766842007, 0.1715561894389139, 0.1833000209335468, 0.28064045478689126, 0.28681491988262314, 0.2682118132250848, 0.2544722176075712, 0.2521618915582679, 0.18443683916852846, 0.19331273750449773, 0.18626051612739813, 0.23708508183079882, 0.2057149327705363, 0.22735787350922976, 0.23355878490072954, 0.23465332631078645, 0.22845204243624767, 0.20121626886719712, 0.1962309558734243, 0.2122806912987217, 0.2802491613544377, 0.29642051249196366, 0.3302224170722386, 0.3155100819984162, 0.3062693365257613, 0.3356938204318866, 0.30663399742092745, 0.31976570071881777, 0.3100384923972487, 0.17543913887881116, 0.22212951533251934, 0.24097585341451477, 0.241583745734138, 0.2507028754945644, 0.22492611798921736, 0.22103516016398192, 0.22310206854730869, 0.18650374755185523, 0.2507028754945644, 0.18139719132889284, 0.23051913706109392, 0.150635120829773, 0.1948935555219493, 0.23988149824597738, 0.2688198917862275, 0.24656887248639134, 0.2057149327705363, 0.34578587589014137, 0.37302164945919186, 0.6220366180625965, 0.650488362512413, 0.7611344492428537, 0.7392486495627422, 0.7926262140153448, 0.7987056959361355, 0.8250905320026253, 0.8089191808650993, 0.8372494958442067, 0.7828991919352952, 0.7888568719023379, 0.6549872126572717, 0.6952332600535035, 0.6848981594123111, 0.6692130848821799, 0.6053788040761564, 0.6010015696435262, 0.5850123627120639, 0.6010015696435262, 0.6042971133309445, 0.5615777785558534, 0.604419101526212, 0.570853909917212, 0.6483590632200563, 0.6776522468549394, 0.7224464983986955, 0.6161364867250769, 0.5440017938783157, 0.4932267684191, 0.566581901943095, 0.6344447730572589, 0.6354210511024381, 0.6981574381510538, 0.6796051754283369, 0.8202126803655996, 0.8658614080007867, 0.8702555904116906, 0.9273773543721686, 0.9628954745545661, 0.9794948087038857, 0.9614304987622388, 0.9987797455642857, 1.0, 0.9752228007297687, 0.9886489518699766, 0.9179788623325037, 0.9007694009653271, 0.8756256783847347, 0.7594292218903812, 0.8237523866850723, 0.8000736398968074, 0.6936414537864019, 0.6470164481060355, 0.5986824902428068, 0.6985237752198954, 0.68729452904362, 0.6652025600014303, 0.6931533147638123]",63.35,0.43
2026-05-11,CEG,True,True,299.69,6.23,-1.3,112.29,0.99,2.21,-1.97,5.39,112.29,7,0,-1.3,6.35,2.73,7.09,112.29,11,0,-1.3,30.42,10.68,7.09,155.87,11,35,-10.9,30.42,-16.17,7.09,201.47,11,78,-9.82,30.42,-9.26,7.09,201.47,11,78,-9.82,30.42,11.0,7.09,410.04,11,235,-0.13,30.42,40.443996,108.58,7.41,Utilities,1.155,,"[0.1489717161252966, 0.237565422460874, 0.27730781842300795, 0.25584439673709886, 0.23196035742936308, 0.27729355766226277, 0.29578898293719513, 0.28545676874799214, 0.2517187391182337, 0.27952565974821164, 0.3179195347319363, 0.39171018070825775, 0.3852684192620681, 0.3554206470224362, 0.37315087503930255, 0.4195809817322585, 0.4170296730290823, 0.3309939173948364, 0.26938508674107725, 0.32627458235262113, 0.3317595053586762, 0.2766555351335818, 0.284117624708155, 0.33635127496573264, 0.3140931577358327, 0.38501348374463745, 0.37028094577755966, 0.374936595778639, 0.3653064798650268, 0.43093332869695816, 0.46569188180798704, 0.43048675199745884, 0.477490805472186, 0.46256682167592655, 0.47908508038234077, 0.3844397323157532, 0.37621225013022713, 0.40969553959544175, 0.45032171201800214, 0.41581809442440393, 0.4430508729197237, 0.4207923649840499, 0.4713043702492009, 0.49968523766095, 0.4486631660080507, 0.3862254530550896, 0.3854598650912498, 0.47053917299113496, 0.4479618491440076, 0.4473879023622364, 0.4850802651290311, 0.47213344790128975, 0.5083591011930885, 0.5167139534608864, 0.5285763668133343, 0.6226479634510377, 0.6390386567222931, 0.5939482801278351, 0.68400224929314, 0.6118060735798602, 0.5792157421607572, 0.5661413594978572, 0.562027813757981, 0.5347628020363194, 0.5799172543776873, 0.5101448219324249, 0.5010884574476969, 0.47570488937996264, 0.48163072385179634, 0.44628728419732866, 0.42697137679733205, 0.41618008332386686, 0.401110366273965, 0.40443077929294563, 0.4421047788883698, 0.43801819184688867, 0.4610696371505711, 0.38719010561070094, 0.3821457033646507, 0.39038314854740963, 0.3940864532247536, 0.34632345378434193, 0.328699693090847, 0.3414704973674733, 0.46394308276427854, 0.4511722784876522, 0.4861644736514375, 0.5304794946377097, 0.4825246586623426, 0.4720844143266728, 0.48124744148765913, 0.5335443860805988, 0.6371157982563387, 0.570260570471454, 0.5860962661909693, 0.5043627671853644, 0.5358431035009874, 0.5550312501129384, 0.5218589624437006, 0.6612526241997491, 0.7031411669775871, 0.7193603404141267, 0.745540557554721, 0.7076110363832054, 0.7895998616120149, 0.8676937409814118, 0.7735725247104308, 0.8528795455076015, 0.9081134254024977, 1.0, 0.9526200875708386, 0.8885740342998645, 0.7832145571501452, 0.7116339383835506, 0.6558890153364714, 0.7563957314222091, 0.9057508275880863, 0.9182663056415081, 0.8786768709898326, 0.9839085873515062, 0.8629046649585661, 0.8279124697947808, 0.8324460242415351, 0.7373671881188718, 0.7401128729445335, 0.6638068631962292, 0.7090796993870705, 0.7252986774707232, 0.6661696563635275, 0.6811752976665195, 0.5644496034971292, 0.5822011249786699, 0.5856405079057848, 0.5899875003455304, 0.7058882192734572, 0.6310928733997058, 0.5820604709000875, 0.684312665030456, 0.6682667696046145, 0.7161805814737285, 0.7498703589404176, 0.7159246691918631, 0.7454594861066492, 0.7300527853268103, 0.7771035281415113, 0.7208473665893623, 0.7071029235243262, 0.7165640591907526, 0.7352310043004008, 0.8409032414220792, 0.6707280206269206, 0.7037147230535844, 0.7579571870473613, 0.6003437429398246, 0.7287103202878955, 0.6925911343194682, 0.7079978350993071, 0.7305001434378572, 0.7472495046094979, 0.7249386421001295, 0.7113219598231392, 0.7035867669126518, 0.6789746473953648, 0.7619527396435376, 0.6896506826655472, 0.6873490349518548, 0.5853847909768064, 0.48252524472100333, 0.6102524320701849, 0.5676766378361621, 0.5527817616200537, 0.532644590683445, 0.601814164119672, 0.3877206840515759, 0.30902589920201273, 0.3024413347954846, 0.25756428355354327, 0.26849584039981705, 0.24426719859955423, 0.2665780611089226, 0.2613998421353321, 0.25820347819954576, 0.21492441357261066, 0.15227552414888898, 0.13674125793389122, 0.0217354505809453, 0.0, 0.09180013094504011, 0.16039419477640054, 0.15393778186369195, 0.1904402501962564, 0.18577346508062262, 0.26446824993018575, 0.357674823984607, 0.3003955993636575, 0.2851170500776381, 0.30544586219631537, 0.2987974173957643, 0.4192371606512792, 0.5036214029795026, 0.48904592873350866, 0.5294482267476587, 0.5120598662829025, 0.4974203162899986, 0.48450709975880757, 0.5434483867416731, 0.4602784579585448, 0.4881689896241244, 0.4504012206429786, 0.3454195559765627, 0.3509246003299706, 0.3523328992917774, 0.3767219258122016, 0.3902288197667428, 0.45123342394125815, 0.4464324313923103, 0.22571473028164124, 0.2754531381145887, 0.3080358507711018, 0.36225506777133515, 0.3102122772842784, 0.3505405365542857, 0.33210469390986397, 0.20817516668240885, 0.20951938989730592, 0.16701470411412203, 0.18199377742449294, 0.1654782536584956, 0.24030973981632725, 0.21457649008100602, 0.2545847613222382, 0.2879996772770308, 0.3193020471126697, 0.30726772321973206, 0.3354975828498919, 0.3167415568238082, 0.26137014849652024, 0.19825319355573803, 0.2588096582076588, 0.29472098870440305, 0.4276125249722037, 0.4381107891152888, 0.37755412911048114, 0.3217986570075083, 0.4242198313850627, 0.3909969473181125, 0.47575040660261503, 0.4717177369579238, 0.4868247664092274, 0.41320954732536014, 0.3642394623966693, 0.3390182325779656]",25.45,1.59
2026-05-11,FSLR,True,False,233.27,4.05,6.06,108.86,1.153,1.567,19.1,6.06,108.86,0,0,6.06,108.86,16.43,6.06,108.86,0,0,6.06,108.86,3.11,6.8,193.63,28,52,-13.61,31.22,-12.84,6.8,283.04,28,85,-10.29,31.22,28.08,14.28,334.76,130,184,11.05,143.49,65.82,22.66,334.76,249,184,11.05,68.42,15.069122,25.07,15.48,Technology,1.564,,"[0.0, 0.10791476369182315, 0.35383234057370333, 0.36342159489172526, 0.31616982031930746, 0.2625252802215944, 0.16843864134753203, 0.18442087325100734, 0.15766799988888047, 0.10888758966698708, 0.12299361932190371, 0.10457926946547905, 0.10958240477491617, 0.10610801114503367, 0.12090896193795841, 0.06233063020249836, 0.12987285084982048, 0.13293033420892972, 0.16093393838337636, 0.17837546226463707, 0.1353624521618791, 0.16635398396358672, 0.18886809285605377, 0.18865963772066716, 0.23987216589550991, 0.24021962646451395, 0.022375103458849622, 0.0207769120775258, 0.030018811856622734, 0.0277256993372908, 0.07296226622753249, 0.08352445255079742, 0.10388445435754996, 0.07963314865014166, 0.17274685551896105, 0.1548190776952369, 0.20735189241424765, 0.3081787573826093, 0.25279691443987595, 0.1723299452481878, 0.1758738946099185, 0.1696199224580826, 0.15120567863173698, 0.14008757660408136, 0.21714960186765622, 0.18164140075913296, 0.22833715359708104, 0.24438894123240457, 0.2616219039481996, 0.2731569162466285, 0.2716281745670739, 0.27822950125783485, 0.3101939650647854, 0.2981030370619659, 0.2858732096556079, 0.26718095496202743, 0.23660622740101403, 0.3008130598520711, 0.29699120565318454, 0.3207560453579713, 0.3080397519489919, 0.31213961701511334, 0.3055381842942733, 0.2880273167413224, 0.30609409999866405, 0.3068584708384413, 0.27357382651740175, 0.4118546505746936, 0.5465221815985646, 0.48836086616395685, 0.4569523180613969, 0.3566118130655777, 0.42804533761355557, 0.4083108072430419, 0.38941009741407484, 0.35126121718713654, 0.3914947547980201, 0.3787784613890407, 0.38287822042508307, 0.422555842331576, 0.42519630938983294, 0.4479188734176866, 0.43450776490077814, 0.43346538319376593, 0.43853796820497226, 0.4352025800087072, 0.4240150282792824, 0.4608436219620527, 0.4486832442574639, 0.48662366934901563, 0.4791189663848599, 0.498992502188991, 0.5456188053251698, 0.521506505051379, 0.5454103501897832, 0.5723716786872968, 0.5513168617726151, 0.5757070668835618, 0.5548607051042668, 0.5846710618255029, 0.6354666797295724, 0.6215691052100424, 0.6176778013093867, 0.6060037835773403, 0.6301855335529004, 0.650545535359653, 0.5922452144914278, 0.5939128555745208, 0.5819609330053187, 0.720728223065232, 0.6747967350369822, 0.6335210277792446, 0.6137169416768826, 0.5987770914804196, 0.5745257857730113, 0.6137169416768826, 0.6999514170177853, 0.7435897925267031, 0.6873741290424232, 0.7020360744017305, 0.6455424000502158, 0.8773539472771794, 0.8688068626060115, 0.8478911571550264, 0.9499688589657869, 0.9123758944432392, 0.8822181831830781, 0.9169621194819031, 0.8579667714455907, 0.8813841505813735, 0.80543395672658, 0.7810437516156333, 0.784240134378281, 0.7748593351956456, 0.772635672378083, 0.7307344936841063, 0.7590161087257877, 0.8280870710526645, 0.8316308083542372, 0.913973979794484, 0.918907771432231, 0.85372811300601, 0.8469182251497834, 0.8017511079613109, 0.8102286369006305, 0.8125216433898834, 0.8005003771489911, 0.7834063138367344, 0.8446252186605305, 0.918282193965913, 0.7929956741848354, 0.8005698268507603, 0.8187757215717983, 0.7876450783063943, 0.8415677353014213, 0.8776319581444142, 1.0, 0.8943785608876669, 0.913973979794484, 0.8964631122415331, 0.8864568416226589, 0.8590090471225239, 0.8376764314007655, 0.9287749305874088, 0.9125147938467776, 0.8901396903879281, 0.6978667596338399, 0.7336529716095981, 0.6808422520534315, 0.6750747459042171, 0.6996039564487813, 0.6654853855561161, 0.7154471829186391, 0.7160725483247989, 0.7048155468936049, 0.7160030986230298, 0.6879299387167349, 0.7050934517307608, 0.710791508178206, 0.6557571258044768, 0.7555417150959053, 0.5790424550798269, 0.5895351917013226, 0.6244875831355342, 0.6834827191116885, 0.6766729372855409, 0.6509624456304263, 0.542352866830674, 0.5659788071319224, 0.5945383270107597, 0.6049615079004073, 0.5543047893998762, 0.5904384619446383, 0.5932180404665918, 0.6802168866472716, 0.643596748099888, 0.7032173555122812, 0.7050934517307608, 0.7124592552913781, 0.4825238042828942, 0.4128970322817058, 0.3927454856103399, 0.41122928516853374, 0.3950385981296718, 0.3932319516129614, 0.3552220768196405, 0.33722474326406815, 0.3800987479332087, 0.3969148003782305, 0.4139393079586389, 0.39524705326505843, 0.3848934281072592, 0.40858871208019776, 0.4151205890691895, 0.3969842500799997, 0.4097699931907483, 0.3623098695130229, 0.34215832284165704, 0.36251832464840955, 0.3671044436569944, 0.3137378083964371, 0.3447293401981448, 0.3058856448632774, 0.3931623958811131, 0.40817180180942453, 0.3796818376624354, 0.3814190344773767, 0.3587659201512922, 0.41762215672390807, 0.3930929461793439, 0.43631441141748856, 0.41463422909664704, 0.4164408756133575, 0.3788479110908099, 0.3541796951126283, 0.3457717219051569, 0.360016756993691, 0.31915785397664753, 0.33375034963418565, 0.3857272486488057, 0.36884164047193563, 0.39469113756066776, 0.38343413612947375, 0.34695300301570753, 0.4253353148234504, 0.49357245660878063, 0.4913487937912179, 0.5468696421675686, 0.5372802818194676, 0.5134459924129117, 0.5508303957699936, 0.6433882929645014]",63.35,0.24
